Petition,URL,State,Signatures Count
Jeremy Hunt to work shifts with Doctor's and Nurses to comprehend NHS stress.,https://petition.parliament.uk/archived/petitions/121547,closed,190
Limit council tax exemption to students housed in purpose built accommodation.,https://petition.parliament.uk/archived/petitions/121557,closed,7
Give all Military Families ASTs instead of Service Licence to Occupy in SFAs,https://petition.parliament.uk/archived/petitions/121560,closed,2804
Do not take away emergency surgery away from Tameside hospital,https://petition.parliament.uk/archived/petitions/121569,closed,68
Take citizenship from any British citizen who goes abroad to join terrorists,https://petition.parliament.uk/archived/petitions/121570,closed,580
"Ban shorting of London AIM stocks,  including shorting by Market Makers",https://petition.parliament.uk/archived/petitions/121572,closed,762
Work with other EU member states to Keep Permanently Deactivated Weapons Legal,https://petition.parliament.uk/archived/petitions/121575,closed,161
David Cameron is precluded from negotiations with the EU in the event of Brexit.,https://petition.parliament.uk/archived/petitions/121579,closed,11782
Replace the Wheelchair Symbol with a modern non-disability specific image.,https://petition.parliament.uk/archived/petitions/121580,closed,869
"for the government to provide funding , equipment and the specialist staff",https://petition.parliament.uk/archived/petitions/121581,closed,12
Call for EU sanctions against Denmark until whaling is stopped in Faroe Islands,https://petition.parliament.uk/archived/petitions/121588,closed,24
Make ministers do work experience in all the jobs covered by their departments.,https://petition.parliament.uk/archived/petitions/121602,closed,16
we want the government and FCO to lift the ban on travelling to Tunisia,https://petition.parliament.uk/archived/petitions/121610,closed,469
House of Commons to have Free Vote on Imposition of Junior Doctors Contract,https://petition.parliament.uk/archived/petitions/121612,closed,10706
Allow a petition starter to address parliament when a petition is to be debated,https://petition.parliament.uk/archived/petitions/121616,closed,8
Secretary of State for Health must be or have been a senior medical practitioner,https://petition.parliament.uk/archived/petitions/121620,closed,3059
Call for a vote of no confidence for David Cameron,https://petition.parliament.uk/archived/petitions/121623,closed,168
Debate renationalisation of the UK railways.,https://petition.parliament.uk/archived/petitions/121641,closed,22
David Cameron to overturn the decision to impose a contract on Junior Doctors.,https://petition.parliament.uk/archived/petitions/121645,closed,4543
Make more money available for grass roots football and artificial pitches.,https://petition.parliament.uk/archived/petitions/121646,closed,8
Scotland to be responsible for its own road tax revenue and spending,https://petition.parliament.uk/archived/petitions/121647,closed,14
Apologise to all ex HM Forces personnel dismissed for being gay.,https://petition.parliament.uk/archived/petitions/121652,closed,398
"To protect the districts of Kirklees, Calderdale from river flooding",https://petition.parliament.uk/archived/petitions/121654,closed,37
Make the details of bids for public sector provision in the NHS public.,https://petition.parliament.uk/archived/petitions/121655,closed,35
Have mental health nurses working with schools in the same way school nurses do.,https://petition.parliament.uk/archived/petitions/121663,closed,186
Ban unsolicited physical post (Junk mail),https://petition.parliament.uk/archived/petitions/121666,closed,19
Train all cyclist's to use the roads safely.,https://petition.parliament.uk/archived/petitions/121668,closed,59
"Make the Speakership a Commons position in its own right, remove his MP status",https://petition.parliament.uk/archived/petitions/121673,closed,180
UK need to invest in Dementia Villages & provide more carers in nursing homes,https://petition.parliament.uk/archived/petitions/121679,closed,2300
"Extend the Early Years Foundation Stage from ""birth to 5"" to ""birth to 7""",https://petition.parliament.uk/archived/petitions/121681,closed,23337
Require at least 80% of MPs to attend debates held as a result of a petition,https://petition.parliament.uk/archived/petitions/121682,closed,44
Stop charging patients for recreational services in hospitals.,https://petition.parliament.uk/archived/petitions/121686,closed,19
Hold a referendum in England on maintaining the ban on hunting foxes with hounds,https://petition.parliament.uk/archived/petitions/121691,closed,46
Allow GCSE English candidates to have blank texts during their exams.,https://petition.parliament.uk/archived/petitions/121692,closed,25349
We demand that the government seek to bring the railways into public ownership.,https://petition.parliament.uk/archived/petitions/121697,closed,36
That MPs should work full time as an MP and not have outside jobs.,https://petition.parliament.uk/archived/petitions/121701,closed,13
Publicly funded bodies should keep the freedom to boycott unethical companies,https://petition.parliament.uk/archived/petitions/121704,closed,17460
Ban The Sales Of Laser Pens,https://petition.parliament.uk/archived/petitions/121720,closed,164
Introduce a standard low rate VAT on Gym Memberships.,https://petition.parliament.uk/archived/petitions/121722,closed,43
"Ban the labelling of any container under 35L a ""fish tank"" or ""aquarium""",https://petition.parliament.uk/archived/petitions/121731,closed,49
Save Stoke-on-Trent train station to keep it where it is!,https://petition.parliament.uk/archived/petitions/121736,closed,23
Scrap IPSA & replace with public board that's fully accountable and transparent,https://petition.parliament.uk/archived/petitions/121739,closed,87
Stop the violations of the British national‘s human rights abroad,https://petition.parliament.uk/archived/petitions/121740,closed,23
Allow British citizens living abroad to vote at an Embassy,https://petition.parliament.uk/archived/petitions/121742,closed,129
Stop current MPs being either be a director or shareholder of a company.,https://petition.parliament.uk/archived/petitions/121757,closed,9
Make pointing a laser at an aircraft punishable by going on the no fly list.,https://petition.parliament.uk/archived/petitions/121761,closed,15
Stop poaching healthcare professions from 3rd world and poorer nations.,https://petition.parliament.uk/archived/petitions/121769,closed,11
Support the work of Maternity Services Liaison Committees nationwide,https://petition.parliament.uk/archived/petitions/121772,closed,197
Reverse the decision to close Bedford ​Magistrates' Court.,https://petition.parliament.uk/archived/petitions/121776,closed,20
Wythenshawe Hospital for M.I.A,https://petition.parliament.uk/archived/petitions/121780,closed,294
Introduce a 'Safe Haven' law for abandoned babies here in the UK,https://petition.parliament.uk/archived/petitions/121783,closed,404
Make the hosting and running of revenge porn sites a criminal offence.,https://petition.parliament.uk/archived/petitions/121789,closed,11
To consider an immediate moratorium on child imprisonment.,https://petition.parliament.uk/archived/petitions/121801,closed,61
Free driving lessons for people on jobcentre plus benefits 17 to 24 to get a job,https://petition.parliament.uk/archived/petitions/121804,closed,15
Bring in a proportional representation system for UK general elections.,https://petition.parliament.uk/archived/petitions/121810,closed,17459
Keep Illustrious(Formerly HMS Illustrious) In the UK - open her up to the Public,https://petition.parliament.uk/archived/petitions/121811,closed,1663
Introduce a Singapore style additional stamp duty for overseas buyers in London.,https://petition.parliament.uk/archived/petitions/121817,closed,46
Introduce a Fixed Penalty Notice and Fine - Excessive Alcohol Consumption in A&E,https://petition.parliament.uk/archived/petitions/121829,closed,39
Move Parliament to a central UK location during building repairs at Westminster.,https://petition.parliament.uk/archived/petitions/121831,closed,16
Stop unsolicited calls from the likes of PPI and accident claims companies.,https://petition.parliament.uk/archived/petitions/121832,closed,22
Raise Statutory Maternity Pay or Increase Employer Minimums,https://petition.parliament.uk/archived/petitions/121837,closed,212
Amend guidelines: Smear tests for all sexually active females across UK.,https://petition.parliament.uk/archived/petitions/121839,closed,111
Ban software that allows child abuse material to be shared,https://petition.parliament.uk/archived/petitions/121840,closed,8
Help me get back nhs ivf for mid and north east essex,https://petition.parliament.uk/archived/petitions/121842,closed,127
Give Us An Annual Poppy Day For All Animals To Be Remembered.,https://petition.parliament.uk/archived/petitions/121843,closed,19
Allow buyer to retain 5% of new build house price until build quality is correct,https://petition.parliament.uk/archived/petitions/121847,closed,22
Stop recording laws on vellum,https://petition.parliament.uk/archived/petitions/121849,closed,122
Offer the NHS breast screening service to all women over the age of 21.,https://petition.parliament.uk/archived/petitions/121861,closed,100
All healthcare staff to be trained on treating those with mental health issues.,https://petition.parliament.uk/archived/petitions/121862,closed,119
Agree with European governments to radical plan to prevent drowning of refugees,https://petition.parliament.uk/archived/petitions/121863,closed,8
Classify the laser pointer as an 'offensive weapon',https://petition.parliament.uk/archived/petitions/121877,closed,14
Declare the actions of Daesh against minorities as genocide,https://petition.parliament.uk/archived/petitions/121879,closed,251
Make primary/high schools stagger half terms making family holidays affordable,https://petition.parliament.uk/archived/petitions/121880,closed,55
Stop plans to make it a criminal offence to not pay back your student loan,https://petition.parliament.uk/archived/petitions/121888,closed,58448
Abolish  year 6 sats,https://petition.parliament.uk/archived/petitions/121902,closed,150
Earliest UK EU membership referendum date to be 1 year after signed EU agreement,https://petition.parliament.uk/archived/petitions/121903,closed,6
Give adolescents access to eating disorders treatment before they're underweight,https://petition.parliament.uk/archived/petitions/121908,closed,5063
Amend handgun commandments that illegalize pistol firearms.,https://petition.parliament.uk/archived/petitions/121915,closed,13
Call on Turkish government to end its military operations on the Kurdish people!,https://petition.parliament.uk/archived/petitions/121919,closed,449
Affiliate all Primary and Secondary schools with an elderly care facility.,https://petition.parliament.uk/archived/petitions/121926,closed,97
Petitions that obtain 500000 signatures should automatically force a referendum,https://petition.parliament.uk/archived/petitions/121929,closed,211
"Scrap Income Tax for pensioners on limited income, who have to pay care costs.",https://petition.parliament.uk/archived/petitions/121933,closed,43
Make wearing helmets the law for everyone riding a bicycle,https://petition.parliament.uk/archived/petitions/121938,closed,168
Franchise to commit c2c to fast train services with stops at Southend stations,https://petition.parliament.uk/archived/petitions/121943,closed,382
Allow transgender people to self-define their legal gender,https://petition.parliament.uk/archived/petitions/121945,closed,26
Wants the government to ban the tampon tax,https://petition.parliament.uk/archived/petitions/121956,closed,141
Establish a National Museum of Film and Photography in Bradford,https://petition.parliament.uk/archived/petitions/121963,closed,54
Increase the rate of pay for NHS Nurses.,https://petition.parliament.uk/archived/petitions/121966,closed,109
Delay EU membership referendum until EU Parliament approval for agreements,https://petition.parliament.uk/archived/petitions/121968,closed,15
Stop TV licensing!,https://petition.parliament.uk/archived/petitions/121973,closed,950
Urge the Chinese government to completely ban the Yulin Meat Festival,https://petition.parliament.uk/archived/petitions/121974,closed,2066
SOS: Save Our Surgery- The University Health Centre Huddersfield Is Under Threat,https://petition.parliament.uk/archived/petitions/121981,closed,1552
Restrict child benefit to children only residing in the UK,https://petition.parliament.uk/archived/petitions/121982,closed,21
Ensure the free 15 hours of childcare covers half terms and school holidays,https://petition.parliament.uk/archived/petitions/121994,closed,13
Make politicians pay an extra 7.5% tax on all expenses & rent paid by taxpayers,https://petition.parliament.uk/archived/petitions/122001,closed,18
"Instigate a National 'End of Life Wishes' Day via NHS, Councils, Schools, Homes",https://petition.parliament.uk/archived/petitions/122002,closed,25
Legalise hare coursing with a dog,https://petition.parliament.uk/archived/petitions/122004,closed,520
"Amend the Science Museum Group's mission, to promote its museums in the regions",https://petition.parliament.uk/archived/petitions/122012,closed,22
Atleast 70% of road tax funds to be spent repairing roads,https://petition.parliament.uk/archived/petitions/122023,closed,68
Make crohns and colitis disease a known  disability,https://petition.parliament.uk/archived/petitions/122024,closed,14923
Abolish private schools.,https://petition.parliament.uk/archived/petitions/122025,closed,29
Cancel the end of Key Stage 2 SATs tests for 2016,https://petition.parliament.uk/archived/petitions/122038,closed,70481
Classify laser devices as an offensive weapon when pointed at aircraft.,https://petition.parliament.uk/archived/petitions/122039,closed,2203
Provide better and quicker mental health services in England.,https://petition.parliament.uk/archived/petitions/122040,closed,76
Abolish the ELQ policy and give mature students a second chance.,https://petition.parliament.uk/archived/petitions/122042,closed,13
Stop employers from making women redundant whilst on maternity leave,https://petition.parliament.uk/archived/petitions/122045,closed,64
Remove or reduce Parliament’s recess dates,https://petition.parliament.uk/archived/petitions/122052,closed,125
No TPD directive until the public decide on staying in or leaving the EU.,https://petition.parliament.uk/archived/petitions/122064,closed,1690
Bring licensing back for dogs and cats UK. A cost of £1 per year per animal.,https://petition.parliament.uk/archived/petitions/122075,closed,22
Cohabiting couples who split should get the same legal rights as married.,https://petition.parliament.uk/archived/petitions/122076,closed,65
Do not exempt universities from Freedom of Information requests,https://petition.parliament.uk/archived/petitions/122077,closed,694
Pass a law requiring Councils to publish  Development Control Committees votes.,https://petition.parliament.uk/archived/petitions/122080,closed,273
Raise the minimum wage to £10/hr and ban 0hr contracts.,https://petition.parliament.uk/archived/petitions/122085,closed,42
Allow family members of British Citizens in war zones or camps entry to the UK.,https://petition.parliament.uk/archived/petitions/122088,closed,9
Make MP's have to sit seven days a week as they are providing a public service.,https://petition.parliament.uk/archived/petitions/122090,closed,18
Improve broadband bandwidths in all areas of London,https://petition.parliament.uk/archived/petitions/122095,closed,8
Use reading prison for the homeless and ex service men and women!,https://petition.parliament.uk/archived/petitions/122097,closed,13
Review Child Tax Credits to stop people being overpaid.,https://petition.parliament.uk/archived/petitions/122100,closed,23
re nationalise the energy companies,https://petition.parliament.uk/archived/petitions/122102,closed,17
The crisis in Zimbabwe requires an urgent response from the UK Government,https://petition.parliament.uk/archived/petitions/122105,closed,5440
Require online Parliamentary petitions to count any votes against a proposal,https://petition.parliament.uk/archived/petitions/122111,closed,9
I want compulsory and periodic Performance testing for Politicians.,https://petition.parliament.uk/archived/petitions/122114,closed,17
Government to invest in Neuroblastoma relapse treatment(common childrens cancer),https://petition.parliament.uk/archived/petitions/122116,closed,5319
Stop the 2015-16 Immigrations Bill,https://petition.parliament.uk/archived/petitions/122118,closed,97
Make more affordable homes for larger families more 3/4 bed homed needed!,https://petition.parliament.uk/archived/petitions/122119,closed,25
Call for an independent review of the recent local government finance settlement,https://petition.parliament.uk/archived/petitions/122121,closed,20
"Label baby food  ""suitable from 6 months"" as per W.H.O and N.H.S recommendation.",https://petition.parliament.uk/archived/petitions/122122,closed,80
I want the government to STOP the privatization of the UK.,https://petition.parliament.uk/archived/petitions/122132,closed,22
Help Britain's homeless find shelter instead of moving them on all the time.,https://petition.parliament.uk/archived/petitions/122133,closed,54
Stop sex offenders living within 1 mile of a school or children's facility,https://petition.parliament.uk/archived/petitions/122144,closed,195
Let 92 yr old Myrtle Cothill remain in the UK with her daughter for her care,https://petition.parliament.uk/archived/petitions/122145,closed,247
Open up Transgender bathrooms,https://petition.parliament.uk/archived/petitions/122149,closed,9
Allow dogs to visit consenting long staying patients in hospitals.,https://petition.parliament.uk/archived/petitions/122160,closed,13
"Phase out the minting of the 1p & 2p coin; the bane of our pockets, and lives.",https://petition.parliament.uk/archived/petitions/122161,closed,28
Pressure the UN to protect hospitals from illegal attacks in war zones,https://petition.parliament.uk/archived/petitions/122171,closed,185
Stop undue Government interference in Local Government Pension Fund investment.,https://petition.parliament.uk/archived/petitions/122176,closed,47
Stop KS1 tests and go back to teacher judgements and levels,https://petition.parliament.uk/archived/petitions/122183,closed,29463
Suspend benefit claimant assessments until a public inquiry is undertaken.,https://petition.parliament.uk/archived/petitions/122184,closed,2217
Ban all premium rate phone numbers for local and national Government services,https://petition.parliament.uk/archived/petitions/122194,closed,976
Create a law that babies born prison should live with other relatives,https://petition.parliament.uk/archived/petitions/122201,closed,7
Reverse the Government's proposed huge hike's in VED due in April 2017,https://petition.parliament.uk/archived/petitions/122202,closed,32
Review the Child Maintainence Service and make it fair for honest paying parents,https://petition.parliament.uk/archived/petitions/122213,closed,284
Increase the national minimum wage for Apprentices,https://petition.parliament.uk/archived/petitions/122218,closed,96
Charge individuals / corporations with Treason for evading / avoiding Tax.,https://petition.parliament.uk/archived/petitions/122234,closed,34
Amend the Data Protection Act to exempt registration of household CCTV systems,https://petition.parliament.uk/archived/petitions/122236,closed,4795
Make David Cameron personally fund his folly trips within the EU,https://petition.parliament.uk/archived/petitions/122237,closed,59
All residents should pay full council tax regardless of employment status.,https://petition.parliament.uk/archived/petitions/122239,closed,8
Rethink the way in which employment and support allowance is examined,https://petition.parliament.uk/archived/petitions/122246,closed,7
Stop charging premium phoneline rates for Universal Credit claimants.,https://petition.parliament.uk/archived/petitions/122249,closed,204
Ensure those who live in supported housing are exempt from the LHA cap.,https://petition.parliament.uk/archived/petitions/122262,closed,4506
Introduce a law on animal Medication advice and distribution,https://petition.parliament.uk/archived/petitions/122269,closed,179
Ban publicly accountable bodies from buying through 'middlemen' companies.,https://petition.parliament.uk/archived/petitions/122271,closed,7
Re-instate Hard Shoulders on ALL Motorways and Scrap the Smart Motorway,https://petition.parliament.uk/archived/petitions/122274,closed,48
Urgently Review current legislation on Oil&Gas developments near major Airports.,https://petition.parliament.uk/archived/petitions/122290,closed,7
Ban utility companies from charging existing customers more than new customers.,https://petition.parliament.uk/archived/petitions/122292,closed,9
Make it law so that the NHS will always be in public hands,https://petition.parliament.uk/archived/petitions/122293,closed,10165
Delay the date of the EU Referendum to allow as many people to vote as possible,https://petition.parliament.uk/archived/petitions/122300,closed,29
Keep Bishop Auckland urgent care open,https://petition.parliament.uk/archived/petitions/122302,closed,20
"Cancel plans for a new ""Death Tax"".  Probate should be the same for all.",https://petition.parliament.uk/archived/petitions/122314,closed,47
Give a vote in the EU referendum to EU citizens who have been in UK for 10 years,https://petition.parliament.uk/archived/petitions/122318,closed,38
Bring back the death penalty for those who murder children.,https://petition.parliament.uk/archived/petitions/122321,closed,243
Give agency staff permanent contracts by law after 6 months with same company,https://petition.parliament.uk/archived/petitions/122326,closed,12
Absent parent to have automatic access to education health and welfare records,https://petition.parliament.uk/archived/petitions/122327,closed,15
"We call on the Government to hold a Referendum to Reform the House of Lords ,",https://petition.parliament.uk/archived/petitions/122328,closed,119
Military personnel serving or veteran should be exempt VAT on all products.,https://petition.parliament.uk/archived/petitions/122336,closed,1148
"Allow those born in June, July and August 1998 to vote in the EU referendum",https://petition.parliament.uk/archived/petitions/122340,closed,785
Stronger punishment for mothers who stop fathers seeing their children.,https://petition.parliament.uk/archived/petitions/122345,closed,639
Instigate a massive nuclear power plant construction programme,https://petition.parliament.uk/archived/petitions/122347,closed,25
Work with other countries to try and free Ahmed Mansour Karni.,https://petition.parliament.uk/archived/petitions/122354,closed,29
Close the Westminster Parliament if Britain votes yes in the EU referendum.,https://petition.parliament.uk/archived/petitions/122355,closed,10
support the make a difference and stop the violence campaign,https://petition.parliament.uk/archived/petitions/122357,closed,18
Stop disabled drivers being charged for parking in on/off street car parks.,https://petition.parliament.uk/archived/petitions/122363,closed,9
We want the UN to monitor the UK  EU   In-Out Referendum,https://petition.parliament.uk/archived/petitions/122364,closed,2636
To create a compulsory road safety test for UK cyclists.,https://petition.parliament.uk/archived/petitions/122365,closed,21
Add Multiple Sclerosis to the Medical Exemption list and revise the entire list.,https://petition.parliament.uk/archived/petitions/122366,closed,95
Lower car insurance for ages 17-25. No matter on Postcode.,https://petition.parliament.uk/archived/petitions/122368,closed,177
To provide adequate support and care for people with Multiple Sclerosis,https://petition.parliament.uk/archived/petitions/122371,closed,26
Change the date of the EU Referendum date so it won't clash with other events.,https://petition.parliament.uk/archived/petitions/122388,closed,105
"No higher rate stamp duty, up front, for people who are buying / selling a home.",https://petition.parliament.uk/archived/petitions/122391,closed,134
Enable disabled access to the beach and sea (min 1 beach per coastal county).,https://petition.parliament.uk/archived/petitions/122392,closed,1971
Make it law the EU in/out vote is in pen not pencil,https://petition.parliament.uk/archived/petitions/122397,closed,496
Enable children from age 11 to be able to vote in the upcoming EU referendum.,https://petition.parliament.uk/archived/petitions/122398,closed,27
EU referendum vote only to be valid when turnout is 66% (2015 general election),https://petition.parliament.uk/archived/petitions/122399,closed,17
Make it compulsory to vote in the EU referendum,https://petition.parliament.uk/archived/petitions/122410,closed,80
STOP all SATs testing in KS1+2 AND Help TEACHERS make decisions about EDUCATION,https://petition.parliament.uk/archived/petitions/122428,closed,1187
Re-open a  railway station in the Horbury/Ossett area.,https://petition.parliament.uk/archived/petitions/122436,closed,559
Illegal to charge people more who are already in debt,https://petition.parliament.uk/archived/petitions/122439,closed,15
Improve air quality & tackle climate change by promoting shale gas & renewables,https://petition.parliament.uk/archived/petitions/122440,closed,244
Make working with electricity a criminal offence unless suitably fully qualified,https://petition.parliament.uk/archived/petitions/122444,closed,2435
cyclists to undertake theory and road tests and pay road tax and be insured,https://petition.parliament.uk/archived/petitions/122446,closed,97
"Gambling to face tighter regulations in advertising, use of credit cards & FOBT",https://petition.parliament.uk/archived/petitions/122461,closed,28
Allow Councils to decide the amount of Hunting they want to allow.,https://petition.parliament.uk/archived/petitions/122473,closed,7
Provide male domestic violence/rape helpline information in men's toilets.,https://petition.parliament.uk/archived/petitions/122480,closed,81
An urgent review of life saving cancer drugs,https://petition.parliament.uk/archived/petitions/122481,closed,3067
"Make it law to require all insurance companies to fit ""black boxes"" to vehicles.",https://petition.parliament.uk/archived/petitions/122486,closed,8
Make bridging hormone prescriptions easier to obtain for transgender people,https://petition.parliament.uk/archived/petitions/122488,closed,1942
Kendal A6 to A591 needs a Northern Link Road ASAP,https://petition.parliament.uk/archived/petitions/122491,closed,510
Ensure everyone has access to TV and radio whilst staying in a UK NHS hospital.,https://petition.parliament.uk/archived/petitions/122492,closed,25
Abolish plans for extended Sunday trading hours in England,https://petition.parliament.uk/archived/petitions/122493,closed,93
Mr Cameron to speak to Indian Prime minister to free 6 innocent Britons,https://petition.parliament.uk/archived/petitions/122495,closed,32
Become Founding Members  of a organisation called The New  Common Market,https://petition.parliament.uk/archived/petitions/122504,closed,8
Stop using the unfair Carr-Hill formula to fund GP practices in England,https://petition.parliament.uk/archived/petitions/122506,closed,26
Have in house training for Maternity care assistants/ Msw's to become midwifes.,https://petition.parliament.uk/archived/petitions/122516,closed,66
Help people with disabilities get the same chances and opportunities as everyone,https://petition.parliament.uk/archived/petitions/122519,closed,14
Refer Amazon to the competition authorities.,https://petition.parliament.uk/archived/petitions/122534,closed,15
Give More benefits and income allowance for single parents In higher education,https://petition.parliament.uk/archived/petitions/122539,closed,11
"Minimum text size for ""Excessive consumption may cause a laxative effect"" etc.",https://petition.parliament.uk/archived/petitions/122543,closed,9
Raise The Legal Limit of Stakes For Poker In Pubs To £10 And £20 In Social Clubs,https://petition.parliament.uk/archived/petitions/122557,closed,174
Bring selling property in England and wales in line with Scottish system,https://petition.parliament.uk/archived/petitions/122560,closed,42
Up the minimum wage from £6.70 to £7.50 for all workers above the age of 21.,https://petition.parliament.uk/archived/petitions/122566,closed,14
Consider amending the Revenge Porn law to make it apply retrospectively.,https://petition.parliament.uk/archived/petitions/122570,closed,103
Introduce Sexual Abuse Awareness and Prevention into the Education system,https://petition.parliament.uk/archived/petitions/122571,closed,24
"No 2 year EU ""Article 50"" procedure to delay leaving the EU for 2 years.",https://petition.parliament.uk/archived/petitions/122579,closed,1176
Any consideration-wholly or partially-of NHS Professionals must be debated fully,https://petition.parliament.uk/archived/petitions/122581,closed,33
Abolish the CCG system established in 2013,https://petition.parliament.uk/archived/petitions/122592,closed,30
Petition the Government to stop expanding the badger cull across the country,https://petition.parliament.uk/archived/petitions/122595,closed,7990
Ban the use of non-recyclable plastic film and unnecessary packaging on produce.,https://petition.parliament.uk/archived/petitions/122600,closed,8828
Change school admissions for SEN or disabled children.,https://petition.parliament.uk/archived/petitions/122602,closed,10
"Save our sport and our songbirds, remove the ban of the killing of birds of prey",https://petition.parliament.uk/archived/petitions/122603,closed,579
"Stop the Work Capability Assesment for ESA, it is unfair and outdated.",https://petition.parliament.uk/archived/petitions/122609,closed,504
Butt Out -Make cigarette manufacturers change cigarette filters to neon pink,https://petition.parliament.uk/archived/petitions/122617,closed,14
The local education authority should be put back in charge of schools.,https://petition.parliament.uk/archived/petitions/122619,closed,19
Government to stop giving immigrants and refugees free ESOL and education.,https://petition.parliament.uk/archived/petitions/122623,closed,26
Bring Carer's Allowance rules in line with other working-age benefits,https://petition.parliament.uk/archived/petitions/122628,closed,859
Make arrangements due to the EU Referendum clashing with Glastonbury festival.,https://petition.parliament.uk/archived/petitions/122631,closed,9
Make it illegal for insurance companies to penalise victims of crime,https://petition.parliament.uk/archived/petitions/122636,closed,46
Return Sex Education to UK schools and update it for the 21st Century,https://petition.parliament.uk/archived/petitions/122644,closed,177
Lower the EU referendum voting age to 17.,https://petition.parliament.uk/archived/petitions/122647,closed,81
Employers should have basic training on supporting transgender employees,https://petition.parliament.uk/archived/petitions/122660,closed,91
Make labelling food as vegetarian and/or vegan as legal requirement,https://petition.parliament.uk/archived/petitions/122670,closed,12966
Give Ministers for 'Out' in the referendum equal access to the Civil Service.,https://petition.parliament.uk/archived/petitions/122676,closed,369
Create UK specific symbol that represents visible and non-visible disabilities.,https://petition.parliament.uk/archived/petitions/122683,closed,12
Introduce a Brain Aneurysm Awareness Day,https://petition.parliament.uk/archived/petitions/122684,closed,2527
The British government should refer to Israel as “Apartheid Israel”,https://petition.parliament.uk/archived/petitions/122702,closed,39
Introduce payment of the living wage to student nurses on placements.,https://petition.parliament.uk/archived/petitions/122706,closed,1952
Disclose any impact assessment for a Post Referendum exit strategy.,https://petition.parliament.uk/archived/petitions/122707,closed,34
Enforce respectful/professional behaviour from MPs during Parliamentary sessions,https://petition.parliament.uk/archived/petitions/122714,closed,530
"Stop the bombing of Syria, Iraq, Afghanistan and everywhere around the world.",https://petition.parliament.uk/archived/petitions/122730,closed,92
Create a Register For Animal Abusers,https://petition.parliament.uk/archived/petitions/122732,closed,1818
"Create a ""Junior"" Marine corps for teens 14+ until able to join reserves",https://petition.parliament.uk/archived/petitions/122737,closed,6
Increase pay for teaching assistants,https://petition.parliament.uk/archived/petitions/122753,closed,3320
Stop using the Civil Service to support a remain vote in the EU referendum,https://petition.parliament.uk/archived/petitions/122756,closed,1113
Petition for a vote of no confidence in Parliament against the Prime Minister,https://petition.parliament.uk/archived/petitions/122766,closed,178
We require parliament to debate Lord Kilmuir's letter to Edward Heath,https://petition.parliament.uk/archived/petitions/122770,closed,10396
Increase the minimum annual leave entitlement from 5.6 weeks to 7.6 weeks,https://petition.parliament.uk/archived/petitions/122772,closed,31
Increase funding rate for 3-4 year olds needing to provide pensions for staff.,https://petition.parliament.uk/archived/petitions/122773,closed,10131
Set one day a year as Forces recognition and Covenant Day.,https://petition.parliament.uk/archived/petitions/122776,closed,372
National Volunteer Service. (NVS),https://petition.parliament.uk/archived/petitions/122777,closed,7
Allow 15-17 year olds who take an interest in the EU Referendum to vote.,https://petition.parliament.uk/archived/petitions/122781,closed,20
"Referendum to any change from Human Rights Act to 
British Bill of Rights",https://petition.parliament.uk/archived/petitions/122782,closed,13
Make it illegal for anyone to use images of service men without consent,https://petition.parliament.uk/archived/petitions/122792,closed,40
Review PMQs to ensure it is progressive and effective,https://petition.parliament.uk/archived/petitions/122794,closed,27
bring back the nit nurse and give compulsory absence until treatment is complete,https://petition.parliament.uk/archived/petitions/122796,closed,208
Offer equal opportunity across the uk to all couples for ivf funding in the nhs,https://petition.parliament.uk/archived/petitions/122809,closed,3813
David Cameron to apologise over his irrelevant comments towards Jeremy Corbyn,https://petition.parliament.uk/archived/petitions/122814,closed,46
Scrap Prime Minister's Questions,https://petition.parliament.uk/archived/petitions/122834,closed,40
Allow parents with a court order to be helped by local authorities with housing,https://petition.parliament.uk/archived/petitions/122836,closed,13
Make Anti-Tattoo Discrimination From Employers Become A Recognised Crime,https://petition.parliament.uk/archived/petitions/122842,closed,166
Cap the amount phone companies can charge if you go outside of your allowance.,https://petition.parliament.uk/archived/petitions/122866,closed,8
Reduce the minimum drinking alcohol age to 17,https://petition.parliament.uk/archived/petitions/122881,closed,123
Link University Tuition Fees to the Hours Required for a Degree and Minimum Wage,https://petition.parliament.uk/archived/petitions/122891,closed,12
Give People of England a referendum on creating a devolved English Parliament,https://petition.parliament.uk/archived/petitions/122894,closed,28
Ensure HIV treatment and support services receive the funding they need,https://petition.parliament.uk/archived/petitions/122909,closed,12
Provide an online instant-messaging alternative to phone and post with the DWP.,https://petition.parliament.uk/archived/petitions/122914,closed,391
Police should be trained to enforce law correctly without using racial profiling,https://petition.parliament.uk/archived/petitions/122918,closed,13
Guidance on workplace bullying must be applied to behaviour of MPs at work.,https://petition.parliament.uk/archived/petitions/122920,closed,140
Require all UK broadband/telephone lines to become fibre to the property (FTTP).,https://petition.parliament.uk/archived/petitions/122924,closed,1596
Swansea Bay Tidal Lagoon project needs full Government commitment,https://petition.parliament.uk/archived/petitions/122934,closed,222
Make pancreatitis known as a disability,https://petition.parliament.uk/archived/petitions/122939,closed,14
Fine people who misuse A and E departments.,https://petition.parliament.uk/archived/petitions/122941,closed,13
Hold a General Election in 2016,https://petition.parliament.uk/archived/petitions/122946,closed,177014
UK pensioners to receive a much higher State pension.,https://petition.parliament.uk/archived/petitions/122947,closed,50
David Cameron to acknowledge that Freemantle statistics have been misrepresented,https://petition.parliament.uk/archived/petitions/122951,closed,31
