Petition,URL,State,Signatures Count
Increase carers earning limit,https://petition.parliament.uk/archived/petitions/126544,closed,2754
Test on Request-GP's to listen to girls & if they have symptoms to do the smear,https://petition.parliament.uk/archived/petitions/126548,closed,13732
Introduce Scandinavian transparency of Personal income and Taxation to the UK.,https://petition.parliament.uk/archived/petitions/126556,closed,67
The PM to report monthly on progress and initiatives to tackle tax avoidance,https://petition.parliament.uk/archived/petitions/126562,closed,29
Ban supermarkets from packaging fruits and vegetables,https://petition.parliament.uk/archived/petitions/126563,closed,2742
Let children go on holiday when they like & keep schools open 253 days a year.,https://petition.parliament.uk/archived/petitions/126567,closed,13
Bring all offshore tax havens subject to uk sovereignty under direct rule,https://petition.parliament.uk/archived/petitions/126573,closed,228
Make learning about FGM part of the curriculum,https://petition.parliament.uk/archived/petitions/126584,closed,115
Replace the Human Rights Act with a UK Bill of Rights,https://petition.parliament.uk/archived/petitions/126585,closed,106
The UK Government should impose sanctions on Countries that operate 'Tax Havens',https://petition.parliament.uk/archived/petitions/126589,closed,33
"Request worldwide agreement that asylum can ""ONLY"" be to a neighbouring country.",https://petition.parliament.uk/archived/petitions/126610,closed,78
Strip First Group as franchise holders of Great Western Railways,https://petition.parliament.uk/archived/petitions/126611,closed,25
Bring back national service for school leavers who do not wish to further educat,https://petition.parliament.uk/archived/petitions/126613,closed,54
Call For The Government To Act On Tax Havens After Leak,https://petition.parliament.uk/archived/petitions/126615,closed,558
Allow babies that die before birth to have a birth and death certificate,https://petition.parliament.uk/archived/petitions/126627,closed,2233
Make it a legal requirement that all cats be microchipped,https://petition.parliament.uk/archived/petitions/126630,closed,118
"Bring back Corporal Punishment for heinous crimes, e.g. Murder & Rape",https://petition.parliament.uk/archived/petitions/126639,closed,14
Stop the new changes to GCSE which will penalise dyslexic pupils.,https://petition.parliament.uk/archived/petitions/126640,closed,179
Make All Ministers Publish Their Tax Returns,https://petition.parliament.uk/archived/petitions/126644,closed,296
Law to make all company ownership transparent in UK dependencies & territories,https://petition.parliament.uk/archived/petitions/126657,closed,707
Launch independent UK inquiry into the Panama Papers,https://petition.parliament.uk/archived/petitions/126661,closed,385
Change to abortion laws in NI by amended the devolved powers the NI assembly has,https://petition.parliament.uk/archived/petitions/126665,closed,6526
Ban Aspartame from all medicines.,https://petition.parliament.uk/archived/petitions/126678,closed,325
Death certificates to be given to parents of babies from 16 weeks,https://petition.parliament.uk/archived/petitions/126679,closed,2784
Parliament to legislate to require employers to reply to all job applications,https://petition.parliament.uk/archived/petitions/126693,closed,12
"Introduce a procedure where the people can call for a vote of ""no confidence""",https://petition.parliament.uk/archived/petitions/126705,closed,68
Drivers to take a refresher driving test when renewing their driving licence.,https://petition.parliament.uk/archived/petitions/126710,closed,12
"Create ""Purple Badge""; short term ""disability"" mobility rights for those in need",https://petition.parliament.uk/archived/petitions/126714,closed,153
Bring baby boxes to Britain,https://petition.parliament.uk/archived/petitions/126726,closed,132
Legalise holistic/complementary/alternative/therapeutic use of herbal cannabis.,https://petition.parliament.uk/archived/petitions/126735,closed,237
Make people who are Specials not have to complete a CKP to join as a constable.,https://petition.parliament.uk/archived/petitions/126739,closed,23
Call for Parliament to end tax-free status for ALL religious organisations in UK,https://petition.parliament.uk/archived/petitions/126742,closed,240
Stop armed forces recruiting in schools and lift joining age from 16 to 18.,https://petition.parliament.uk/archived/petitions/126756,closed,8
DVLA need a telephone customer department that corrects the mistakes they  make,https://petition.parliament.uk/archived/petitions/126758,closed,15
Ban corded blinds! Stop children accidentally dying,https://petition.parliament.uk/archived/petitions/126760,closed,166
Make Rail companies compensate for delays over 15 minutes,https://petition.parliament.uk/archived/petitions/126769,closed,78
Educate and enforce pornography awareness in schools,https://petition.parliament.uk/archived/petitions/126773,closed,25
Immediately Ban The Artificial Fluoridation Of UK Water Supplies,https://petition.parliament.uk/archived/petitions/126778,closed,202
Get the government to invest more money in mental health to lower waiting times.,https://petition.parliament.uk/archived/petitions/126779,closed,41
Full disclosure of the tax affairs of all members of parliament.,https://petition.parliament.uk/archived/petitions/126785,closed,196
To provide parents with information on dangers of cold sores for newborn babies,https://petition.parliament.uk/archived/petitions/126786,closed,1404
"Legalise the importation, sale and consumption of coca tea in the United Kingdom",https://petition.parliament.uk/archived/petitions/126797,closed,10
Force all motorcycle delivery riders to pass a full UK motorcycle driving test,https://petition.parliament.uk/archived/petitions/126820,closed,19
"Change mandatory jail sentence for rape, rather than community service.",https://petition.parliament.uk/archived/petitions/126829,closed,37
All multiple occupancy premises must have a fully operational defibrillator.,https://petition.parliament.uk/archived/petitions/126838,closed,64
Step in & safely reunite refugee minors in the EU with their families in the UK,https://petition.parliament.uk/archived/petitions/126845,closed,10156
The UK to join the Eurozone,https://petition.parliament.uk/archived/petitions/126848,closed,19
The government must also put case for leaving the EU on it's referendum leaflet.,https://petition.parliament.uk/archived/petitions/126854,closed,61
Restructure Parliament to give UK citizens a 33% legal parliamentry vote.,https://petition.parliament.uk/archived/petitions/126859,closed,8
Support equal access to education for children in Africa.,https://petition.parliament.uk/archived/petitions/126867,closed,9
Please include a 'Return to Sender Address' on your pro-EU Referendum leaflet.,https://petition.parliament.uk/archived/petitions/126873,closed,20
Use all car tax money's to repair roads and pot holes as suggested,https://petition.parliament.uk/archived/petitions/126874,closed,10
Increase preschool and nursery funding entitlements.,https://petition.parliament.uk/archived/petitions/126875,closed,43
Stop hospitals putting DNAR orders onto patients records against their will .,https://petition.parliament.uk/archived/petitions/126877,closed,70
Make it law that dogs must be kept on leads around livestock,https://petition.parliament.uk/archived/petitions/126881,closed,2685
Review childcare provisions for older children with Special educational needs.,https://petition.parliament.uk/archived/petitions/126886,closed,18
Make the parent receiving child maintenance provide receipts to remain eligible,https://petition.parliament.uk/archived/petitions/126888,closed,53
Charge non-resident parents who evade child support payments with child neglect.,https://petition.parliament.uk/archived/petitions/126895,closed,891
Bring back Coursework for GCSE English language and Literature and Humanities.,https://petition.parliament.uk/archived/petitions/126934,closed,44
Make social networks more responsible by verifying its users.,https://petition.parliament.uk/archived/petitions/126935,closed,8
NHS to employ more Psychiatrists so patients are able to have a proper diagnosis,https://petition.parliament.uk/archived/petitions/126946,closed,14
"Review the Child Maintenance system, and the people employed to serve there.",https://petition.parliament.uk/archived/petitions/126950,closed,178
Only British Born Citizens can have: Health Care - Benefits / Housing / Voting,https://petition.parliament.uk/archived/petitions/126952,closed,15
Force food companies to label ALL types of sugar on all packaging as SUGAR,https://petition.parliament.uk/archived/petitions/127008,closed,15
Stop the reassessment and resultant refusal of blue badges to disabled people,https://petition.parliament.uk/archived/petitions/127018,closed,13
Stop Clause 81 of the police and crime bill being passed as law.,https://petition.parliament.uk/archived/petitions/127045,closed,11095
SIA frontline officers to be granted with more power and equipted with PPE,https://petition.parliament.uk/archived/petitions/127048,closed,33
Consider a vote of no confidence in David Cameron,https://petition.parliament.uk/archived/petitions/127053,closed,718
"DNA test and fingerprint needles left in the street, and prosecute the criminal",https://petition.parliament.uk/archived/petitions/127069,closed,135
"Support farmers,pay rural farm payments on time.",https://petition.parliament.uk/archived/petitions/127076,closed,17
Make Climate Change education a compulsory aspect of the UK national curriculum.,https://petition.parliament.uk/archived/petitions/127087,closed,53
"Parliament to legalise
mobile structures
up to 100m2 on land 
for living",https://petition.parliament.uk/archived/petitions/127088,closed,1697
"Ensure PDA is recognised, diagnosed & treated/educated nationally",https://petition.parliament.uk/archived/petitions/127106,closed,4451
Crash for cash drivers to be banned from driving for life,https://petition.parliament.uk/archived/petitions/127107,closed,20
Government must provide Framework Documents on governance after EU Referendum,https://petition.parliament.uk/archived/petitions/127147,closed,19
An MP cannot invest in or profit from tax avoidance schemes/entities.,https://petition.parliament.uk/archived/petitions/127185,closed,13
UK should double its Gold because other central banks are buying up all the gold,https://petition.parliament.uk/archived/petitions/127187,closed,11
Wood burning stoves should require a licence and regulated for nuisance.,https://petition.parliament.uk/archived/petitions/127192,closed,21
Make the public aware of the dangers of Ibuprofen in children with Chickenpox,https://petition.parliament.uk/archived/petitions/127201,closed,9
Make the working week 4 days and the weekend 3 days.,https://petition.parliament.uk/archived/petitions/127210,closed,26
Don't make student nurses pay for their tuition,https://petition.parliament.uk/archived/petitions/127233,closed,30
"Allow Tyler Gregory Okonma (A.K.A. Tyler, the Creator) to enter the UK.",https://petition.parliament.uk/archived/petitions/127234,closed,308
Allow katy James to stay in the Uk with her husband and 2 year old daughter!,https://petition.parliament.uk/archived/petitions/127242,closed,16
"Independent, more stringent scrutiny of MPs' interests, influences & conflicts",https://petition.parliament.uk/archived/petitions/127247,closed,20
"The NHS to provide meals for staff, including staff at Queen's Medical Centre.",https://petition.parliament.uk/archived/petitions/127249,closed,8
Make it mandatory for elderly people to have an equal standard of medical care,https://petition.parliament.uk/archived/petitions/127255,closed,199
Enforce stricter penalties for drivers 'hogging' the middle lane on motorways.,https://petition.parliament.uk/archived/petitions/127261,closed,37
Make it a law that you can not park in a parent and child space without children,https://petition.parliament.uk/archived/petitions/127273,closed,206
Change this petitions site to enable a motion to be voted FOR or AGAINST.,https://petition.parliament.uk/archived/petitions/127274,closed,34
Make taking pictures of children in public without carers consent illegal,https://petition.parliament.uk/archived/petitions/127284,closed,63
Stop United Lincs Hospitals Trust from DOWNGRADING Boston Pilgrim hospital.,https://petition.parliament.uk/archived/petitions/127285,closed,10319
"Stop HS2. Instead, invest in a more beneficial option such as UK ultraspeed.",https://petition.parliament.uk/archived/petitions/127291,closed,28
"Introduce a ""safe for the road"" certification system for both riders and horses.",https://petition.parliament.uk/archived/petitions/127315,closed,9
MP's and spouses/partners release tax returns from the date the are elected.,https://petition.parliament.uk/archived/petitions/127316,closed,15
See fibromyalgia has a disability and give the pip payment,https://petition.parliament.uk/archived/petitions/127328,closed,7321
To revoke the need to provide a certificate of destruction for these vehicles.,https://petition.parliament.uk/archived/petitions/127331,closed,12
"Life Imprisonment for the abuse, neglect and ill-treatment of children.",https://petition.parliament.uk/archived/petitions/127356,closed,139
Make it illegal to pull out of selling a property once the sale had been agreed.,https://petition.parliament.uk/archived/petitions/127374,closed,56
"Outlaw packaging materials unsuitable for recycling, such as foil-backed plastic",https://petition.parliament.uk/archived/petitions/127381,closed,56
Make drifting in an empty open space legal,https://petition.parliament.uk/archived/petitions/127405,closed,12
Raise awareness of Poland syndrome and provide more info to those affected.,https://petition.parliament.uk/archived/petitions/127413,closed,394
"Stop the £20,000 personal tax free allowance the current and any future PM gets.",https://petition.parliament.uk/archived/petitions/127416,closed,545
Require all dogs to be on leads in public places,https://petition.parliament.uk/archived/petitions/127428,closed,40
Ban horse racing to stop anymore deaths,https://petition.parliament.uk/archived/petitions/127429,closed,43
Increase the public sector pay by 5% NHS staff deserve a decent pay rise,https://petition.parliament.uk/archived/petitions/127430,closed,3118
We call upon Parliament to repeal The Fixed-Term Parliaments Act immediately.,https://petition.parliament.uk/archived/petitions/127432,closed,2485
To Make Breast Ironing a Criminal Offence,https://petition.parliament.uk/archived/petitions/127434,closed,23
For the UK Government to gift Uganda a new Radiotherapy machine.,https://petition.parliament.uk/archived/petitions/127438,closed,8
Crack down on Puppy Farming/BY breeding with stricter breeding licence criteria.,https://petition.parliament.uk/archived/petitions/127446,closed,5646
That UK Government GOES AHEAD with distributing its leaflet on EU membership.,https://petition.parliament.uk/archived/petitions/127448,closed,18
make it illegal for fast food outlets to sell chicken on the bone,https://petition.parliament.uk/archived/petitions/127453,closed,8
Call on the government to publicly confirm support for strong encryption.,https://petition.parliament.uk/archived/petitions/127466,closed,13
Ban all Pornographic material,https://petition.parliament.uk/archived/petitions/127481,closed,12
Increase fines and add 3 penalty points for illegally parking in disabled spaces,https://petition.parliament.uk/archived/petitions/127494,closed,20
Create a system for doctors to refer patients with two or more cancer symptom.,https://petition.parliament.uk/archived/petitions/127535,closed,86
Increase the resources allocated to child protection.  No more Ayeeshia's!,https://petition.parliament.uk/archived/petitions/127541,closed,19
Local Authority SEN Departments MUST be made accountable to statutory timescale.,https://petition.parliament.uk/archived/petitions/127543,closed,472
Ban the Halal slaughter of animals.,https://petition.parliament.uk/archived/petitions/127544,closed,3423
Build a gas-powered station at Hinckley Point instead of a nuclear station.,https://petition.parliament.uk/archived/petitions/127545,closed,32
Create Safe and free HGV parking areas across the country.,https://petition.parliament.uk/archived/petitions/127557,closed,781
"Plug The Loophole and Stop Cash in Hand paying No Tax, Unfair for Others Who Do",https://petition.parliament.uk/archived/petitions/127559,closed,21
"End gvt. contracts to companies which avoid UK tax, or advise on tax avoidance",https://petition.parliament.uk/archived/petitions/127569,closed,251
Stop further public funds being used to set out the case for remaining in the EU,https://petition.parliament.uk/archived/petitions/127575,closed,890
Stop councils using surface/gravel dressing to maintain roads,https://petition.parliament.uk/archived/petitions/127577,closed,13947
"Race or Jump, not Both! Stop Equine Steeplechases",https://petition.parliament.uk/archived/petitions/127581,closed,14
Reform the GCSE for child care level 3- so we do not need a C in GCSE,https://petition.parliament.uk/archived/petitions/127591,closed,126
Compulsory prison terms for all drivers speeding to evade a police pursuit,https://petition.parliament.uk/archived/petitions/127593,closed,10
Pay parity to all recipients of a British retirement Pension.,https://petition.parliament.uk/archived/petitions/127602,closed,15
Allow regions of England  to hold a referendum on regional  assemblies,https://petition.parliament.uk/archived/petitions/127603,closed,32
Dedicate more funding and resources to support male victims of domestic abuse.,https://petition.parliament.uk/archived/petitions/127610,closed,1300
The UK should remove the moderator (silencer) licensing requirement for firearms,https://petition.parliament.uk/archived/petitions/127618,closed,39
Refine the ATC radio traffic act to allow UK listening,https://petition.parliament.uk/archived/petitions/127620,closed,298
Relieve Capita of their contract for assessing disabled people,https://petition.parliament.uk/archived/petitions/127632,closed,179
Maintain the statutory role of the Supervisor of Midwives,https://petition.parliament.uk/archived/petitions/127647,closed,2182
Provide Prostheses rather than wigs for patients with total hair loss.,https://petition.parliament.uk/archived/petitions/127658,closed,10
Mandatory whole life sentence for anyone convicted of murdering a child.,https://petition.parliament.uk/archived/petitions/127665,closed,323
Discuss imposing restrictions on new driving license holders,https://petition.parliament.uk/archived/petitions/127669,closed,35
All new trees planted on Government owned land should be fruit trees,https://petition.parliament.uk/archived/petitions/127670,closed,13
Allow a Victim Surcharge Discretion when Sentencing Youths,https://petition.parliament.uk/archived/petitions/127672,closed,159
Equalise public spending per capita throughout the United Kingdom.,https://petition.parliament.uk/archived/petitions/127679,closed,15
Open a public inquiry into privately contracted benefit assessments by the DWP,https://petition.parliament.uk/archived/petitions/127680,closed,24
Law Change for the Victim so Paedophiles/Sex Offenders cannot live in same area.,https://petition.parliament.uk/archived/petitions/127690,closed,173
Ban single-use plastic bottles in the UK,https://petition.parliament.uk/archived/petitions/127699,closed,228
Reinstate funding for Selective Dorsal Rhizotomy (SDR) on the NHS,https://petition.parliament.uk/archived/petitions/127708,closed,2611
Make Breastfeeding awareness & social attitudes part of the National Curriculum,https://petition.parliament.uk/archived/petitions/127710,closed,2451
Stop the Government's proposed changes to the Skipton Fund,https://petition.parliament.uk/archived/petitions/127714,closed,9
Give the UK a Dutch style referendum vote on the Ukraine joining the EU.,https://petition.parliament.uk/archived/petitions/127717,closed,24
Prevent any Council setting up charges for Park Run or any similar event.,https://petition.parliament.uk/archived/petitions/127719,closed,279
Ensure councils have adequate maintenance funding so Parkruns can remain free,https://petition.parliament.uk/archived/petitions/127726,closed,62
Make it a criminal offence for horse riders to take their horses on public roads,https://petition.parliament.uk/archived/petitions/127758,closed,242
MPs and council leaders should cease second occupations until they leave office.,https://petition.parliament.uk/archived/petitions/127762,closed,21
Make all military veterans pensions tax free after a minimum service period,https://petition.parliament.uk/archived/petitions/127763,closed,16
Scrap the proposed tax on individual landlords with mortgages,https://petition.parliament.uk/archived/petitions/127771,closed,17
Restrict who can buy UK land and property to uk residents only,https://petition.parliament.uk/archived/petitions/127772,closed,12
"Make large corporations with ""off shore"" activity pay a 30% 
UK operating tax.",https://petition.parliament.uk/archived/petitions/127776,closed,67
A person be given the opportunity to retire earlier on a reduced state pension.,https://petition.parliament.uk/archived/petitions/127793,closed,10
Put more funds into Lancashire NHS so  Chorley A&E Department can remain open,https://petition.parliament.uk/archived/petitions/127804,closed,19229
Let members of the public be present and ask questions at PMQ'S,https://petition.parliament.uk/archived/petitions/127832,closed,385
Exempt self employed subbies from Class 4 national insurance contributions.,https://petition.parliament.uk/archived/petitions/127852,closed,44
Reduce our foreign aid budget to that of the average of the 50 richest countries,https://petition.parliament.uk/archived/petitions/127855,closed,9
Introduce the Varicella Zoster (Chickenpox) into the UK Childhood Immunisations.,https://petition.parliament.uk/archived/petitions/127861,closed,587
Give British Transport Police Officer's equal powers as Home Office colleagues,https://petition.parliament.uk/archived/petitions/127878,closed,12
Condemn the Macedonian authoritarian regime that pardons organised crime.,https://petition.parliament.uk/archived/petitions/127879,closed,377
Increase Maritime patrols / air surveillance at sea to protect the UK,https://petition.parliament.uk/archived/petitions/127883,closed,17
Make the DVLA selling your information to private companies illegal,https://petition.parliament.uk/archived/petitions/127901,closed,746
Make legal Medical Cannabinoid Oil For personal use. Available to all patients,https://petition.parliament.uk/archived/petitions/127903,closed,45
HMRC to make tackling tax evaders its top priority.,https://petition.parliament.uk/archived/petitions/127909,closed,196
Visa Settlement Fees to be ABOLISH,https://petition.parliament.uk/archived/petitions/127910,closed,309
Make it law that you have to have a license to own an axe.,https://petition.parliament.uk/archived/petitions/127912,closed,8
Create a permanent and separate role of 'Minister for Mental Health',https://petition.parliament.uk/archived/petitions/127915,closed,133
Lower the voting age to 14,https://petition.parliament.uk/archived/petitions/127917,closed,20
Abolish Inheritance Tax. It is wrong to tax assets that have already been taxed,https://petition.parliament.uk/archived/petitions/127934,closed,20613
Increase drink driving ban from a minimum of 12 months to a minimum of 24 months,https://petition.parliament.uk/archived/petitions/127938,closed,26
Parliament to make Companies in UK offer Royal mail rates and courier rates.,https://petition.parliament.uk/archived/petitions/127948,closed,70
Make it obligatory for teachers to hold Qualified Teaching Status,https://petition.parliament.uk/archived/petitions/127952,closed,158
We want lessons on Sexual Harassment and Rape in UK secondary School.,https://petition.parliament.uk/archived/petitions/127956,closed,124
Reduce the annual UK Foreign Aid budget from its present level.,https://petition.parliament.uk/archived/petitions/127957,closed,12
"stop medicines wastage, allow the re-use of returned medication to the  pharmacy",https://petition.parliament.uk/archived/petitions/127960,closed,16
Prevent the UK government from introducing new licensing laws for air guns.,https://petition.parliament.uk/archived/petitions/127964,closed,139
Stop 39 week waiting period for mortgage interest payments,https://petition.parliament.uk/archived/petitions/127968,closed,25
Clarify to public the many contributions to education brought by EU membership,https://petition.parliament.uk/archived/petitions/127974,closed,589
Stop Special Advisers for family members of Government Ministers and MP's,https://petition.parliament.uk/archived/petitions/127980,closed,10
Scrap the tv licence fee of £145.50 and change it for an NHS fee for £145.50 phh,https://petition.parliament.uk/archived/petitions/127983,closed,33
Scrap the Severn Bridge tolls.,https://petition.parliament.uk/archived/petitions/127988,closed,27
Make it law that cyclists have to have insurance the same as car drivers,https://petition.parliament.uk/archived/petitions/127989,closed,101
Charge 20p per prescription item for those who are normally exempt to stop waste,https://petition.parliament.uk/archived/petitions/127994,closed,36
Legislate for homeopathic medicines to be tested to provide proof of efficacy.,https://petition.parliament.uk/archived/petitions/128029,closed,23
Spend revenue from closing tax loopholes on carbon capture & storage technology,https://petition.parliament.uk/archived/petitions/128036,closed,17
"Parliament should make ""essay writing mills"" illegal",https://petition.parliament.uk/archived/petitions/128037,closed,1587
Enabled Payment for School Dinners with Child Care Vouchers,https://petition.parliament.uk/archived/petitions/128059,closed,15
change the law so a child cant leave home at 16years old,https://petition.parliament.uk/archived/petitions/128081,closed,42
Make youth services a statutory provision for local authorities.,https://petition.parliament.uk/archived/petitions/128094,closed,191
Reimburse travel costs for cancer sufferers and their families,https://petition.parliament.uk/archived/petitions/128095,closed,121
Stop all subsidies to the fossil fuel industry and subsidise renewables instead,https://petition.parliament.uk/archived/petitions/128100,closed,3419
"Allow British citizens to offer rooms in their homes to refugees, for free",https://petition.parliament.uk/archived/petitions/128101,closed,13
Allow unaccompanied refugee children into the UK.,https://petition.parliament.uk/archived/petitions/128113,closed,153
Make it easier for younger women to get sterilisation in the UK.,https://petition.parliament.uk/archived/petitions/128120,closed,672
More funding into Camhs and mental health in the uk,https://petition.parliament.uk/archived/petitions/128125,closed,28
Make June 15th (signing of the Magna Carta) a bank holiday,https://petition.parliament.uk/archived/petitions/128127,closed,21
Disestablish the Church of England and establish Britain as a secular state,https://petition.parliament.uk/archived/petitions/128133,closed,176
"Make compulsory all dogs in public spaces eg parks, footpaths etc to be on lead",https://petition.parliament.uk/archived/petitions/128155,closed,161
Stop the cuts to the funding of Sharnbrook Upper School Sixth Form,https://petition.parliament.uk/archived/petitions/128168,closed,12
Remove the 20% VAT that owners of sick pets are forced to pay.,https://petition.parliament.uk/archived/petitions/128169,closed,162
Pass the Restroom Acces Act (Ally's Law) in the UK,https://petition.parliament.uk/archived/petitions/128180,closed,161
Give legal protection to the professional title 'Sports Therapist'.,https://petition.parliament.uk/archived/petitions/128182,closed,1432
Manditory detainment for persons arrested on suspicion of terrorism - no bail,https://petition.parliament.uk/archived/petitions/128185,closed,50
"To introduce a permanent, minimum passing distance when overtaking cyclists.",https://petition.parliament.uk/archived/petitions/128190,closed,23834
Put a cap on the monthly rent payments for individuals in the UK,https://petition.parliament.uk/archived/petitions/128200,closed,18
Scrap the 15 year limit for voting rights of British citizens living abroad,https://petition.parliament.uk/archived/petitions/128201,closed,22
Ensure the Education Secretary is a qualified teacher with many years experience,https://petition.parliament.uk/archived/petitions/128202,closed,44665
Keep the ban on neonics to protect the bees!,https://petition.parliament.uk/archived/petitions/128214,closed,282
We demand a Public Inquiry into the UK Government's culture of lying to voters,https://petition.parliament.uk/archived/petitions/128217,closed,33556
Stop Charging children born in the UK £936 to register as British Citizens,https://petition.parliament.uk/archived/petitions/128222,closed,19
"To help fund Menieres Disease, by researching treatments for sufferers.",https://petition.parliament.uk/archived/petitions/128225,closed,490
Prominently debate BASIC INCOME Early Day Motion 974 (Session: 2015-16).,https://petition.parliament.uk/archived/petitions/128234,closed,1083
Request the government to press the Bangladeshi government to free Shafik Rehman,https://petition.parliament.uk/archived/petitions/128235,closed,420
"Ban smoking outside pubs,restaurants and cafes to make a smoke-free Britain",https://petition.parliament.uk/archived/petitions/128239,closed,23
Allow Practice nurses employed prior to 6/3/1990 to retain Special Class Status,https://petition.parliament.uk/archived/petitions/128242,closed,158
"Stop forced adoption. It's destroying families, our children are not your profit",https://petition.parliament.uk/archived/petitions/128272,closed,53
Change to (CCRs) Regulations 2013 to an prevent online fraud,https://petition.parliament.uk/archived/petitions/128275,closed,38
Create more apprenticeships in policing and security.,https://petition.parliament.uk/archived/petitions/128282,closed,15
Stop the Selloff of Channel 4.,https://petition.parliament.uk/archived/petitions/128285,closed,3531
"Legalise muskets, cannons and swords for self defence",https://petition.parliament.uk/archived/petitions/128295,closed,13
horses/horse drawn vehicles on UK roads regulated with certified riders/drivers,https://petition.parliament.uk/archived/petitions/128304,closed,9
Assess both parents income when working out child maintenance,https://petition.parliament.uk/archived/petitions/128312,closed,451
Pay those born before 6/4/55 their state pensions as promised!,https://petition.parliament.uk/archived/petitions/128318,closed,2694
Issue every Police Constable in England & Wales with a TASER by 01/01/17.,https://petition.parliament.uk/archived/petitions/128329,closed,97
"Guns and knives are to injure or kill, fixed 15 year sentence for possession!",https://petition.parliament.uk/archived/petitions/128331,closed,44
Stop charging extortionate Child Visa fees and NHS Surcharges,https://petition.parliament.uk/archived/petitions/128334,closed,31
Calling for government to pressure foreign governments to stop child soldiers.,https://petition.parliament.uk/archived/petitions/128337,closed,64
Name under age murderers or serious offenders and sentence them as adults,https://petition.parliament.uk/archived/petitions/128348,closed,11
All British citizens shall have the right to vote in national referendums.,https://petition.parliament.uk/archived/petitions/128353,closed,68
Give citizens of the UK the ability to initiate their own nation-wide referenda.,https://petition.parliament.uk/archived/petitions/128366,closed,40
Stop the force of adoption from innocent young mums!,https://petition.parliament.uk/archived/petitions/128369,closed,35
"Make Voting transparent, publish who has voted , so to eliminate voting fraud",https://petition.parliament.uk/archived/petitions/128388,closed,81
Prevent  Political Parties  from fielding candidates for PCC vacancies.,https://petition.parliament.uk/archived/petitions/128399,closed,136
Increase the funding for settings for free childcare/education for 2-4 year olds,https://petition.parliament.uk/archived/petitions/128400,closed,1264
Take policy action to bring down and stabilise house prices,https://petition.parliament.uk/archived/petitions/128413,closed,88
Make yoga and meditation mandatory in primary and secondary schools in UK.,https://petition.parliament.uk/archived/petitions/128429,closed,3252
Standardise Breastfeeding Advice & Support,https://petition.parliament.uk/archived/petitions/128443,closed,21
Make Commercial Dog Walking a licensed and inspected practice.,https://petition.parliament.uk/archived/petitions/128447,closed,185
Parliament to debate whether cows must be able to graze outside freely.,https://petition.parliament.uk/archived/petitions/128450,closed,86
"Gerard Batten, to lead the delegation negotiating terms for leaving the EU",https://petition.parliament.uk/archived/petitions/128456,closed,57
Insert gay rights as part of the school curriculum.,https://petition.parliament.uk/archived/petitions/128457,closed,43
Request postponement of  KS1 SPAG test viewable to ALL online since 28/01/16!,https://petition.parliament.uk/archived/petitions/128458,closed,17
Primary Care and Walk-in Centres open for 24 hours to tackle nhs waiting times,https://petition.parliament.uk/archived/petitions/128465,closed,11
Omit the requirement for a TV License in HM Forces Single Living Accommodation,https://petition.parliament.uk/archived/petitions/128472,closed,15
All UK residents to be placed on the Organ Donor Register.,https://petition.parliament.uk/archived/petitions/128473,closed,14345
Please continue to provide annual financial support for the Cornish language.,https://petition.parliament.uk/archived/petitions/128474,closed,10342
Stop MECCG capping Continuing Health Care in a domicile setting to save money.,https://petition.parliament.uk/archived/petitions/128482,closed,214
Lift the ban on gay and bisexual men from donating blood whilst sexually active,https://petition.parliament.uk/archived/petitions/128487,closed,9320
Park Home residents should have the legal right to install water sub-meters.,https://petition.parliament.uk/archived/petitions/128488,closed,46
Make it safer for Emergency and Rescue Services working at the road side.,https://petition.parliament.uk/archived/petitions/128491,closed,205
Devolve Air Passenger Duty (APD) to Wales,https://petition.parliament.uk/archived/petitions/128509,closed,622
Save West Cumberland Hospital,https://petition.parliament.uk/archived/petitions/128510,closed,13179
"Legalise the sale,possession and consumption of hash heesh.",https://petition.parliament.uk/archived/petitions/128519,closed,13
Make university free for all people.,https://petition.parliament.uk/archived/petitions/128521,closed,123
Reverse the decision to charge 3% tax on second homes   (retain for buy to let),https://petition.parliament.uk/archived/petitions/128523,closed,11
Disclose paedophiles names and addresses to protect our children !,https://petition.parliament.uk/archived/petitions/128527,closed,34
Include 'PELVIC PAIN' in the UK university curriculum for ALL medical students,https://petition.parliament.uk/archived/petitions/128528,closed,2277
Give 100% tax relief on pensions when care home costs exceed the pension income.,https://petition.parliament.uk/archived/petitions/128529,closed,25
Reconsider increasing Asylum and immigration court fees,https://petition.parliament.uk/archived/petitions/128530,closed,84
Remove the indirect sex discrimination from the new junior doctors contract.,https://petition.parliament.uk/archived/petitions/128535,closed,9
Make it law that all public toilets should have baby changing facilities.,https://petition.parliament.uk/archived/petitions/128547,closed,15
"Replace London Prisons Before 
Their Closure Date, 
We Need Prisons In London.",https://petition.parliament.uk/archived/petitions/128553,closed,9
Allow CBT riders to ride a 250cc age 21 years and above.,https://petition.parliament.uk/archived/petitions/128555,closed,9260
Change the level on B12 blood test as it is set too low,https://petition.parliament.uk/archived/petitions/128561,closed,1153
Urgent call for Residential Care Home Act; specific to Elderly Care,https://petition.parliament.uk/archived/petitions/128562,closed,9
To educate parents of the dangers- arrangement of furniture in child's bedroom.,https://petition.parliament.uk/archived/petitions/128580,closed,661
Make it compulsory to include potassium content in food labelling in the UK.,https://petition.parliament.uk/archived/petitions/128597,closed,4761
