Petition,URL,State,Signatures Count
ban homework,https://petition.parliament.uk/petitions/214951,closed,48
Make it illegal to charge a single room supplement,https://petition.parliament.uk/petitions/214960,closed,230
Introduce a standardised 'no added sugar' label,https://petition.parliament.uk/petitions/214962,closed,15
Extend gender pay gap reporting rules to cover ethnicity pay gap,https://petition.parliament.uk/petitions/214965,closed,1555
Full-scale independent inquiry into mismanagement of all UK rail transport.,https://petition.parliament.uk/petitions/214966,closed,70
To implement a fishery licence to shoot a maximum of 3 otters a year.,https://petition.parliament.uk/petitions/214967,closed,24
Parliament to change the law regarding council tax,https://petition.parliament.uk/petitions/214986,closed,200
"Make it illegal for school toilets to have no soap, toilet paper, or locks",https://petition.parliament.uk/petitions/214998,closed,119
The UK Government to introduce a ban on all non-recyclable packaging from 2022.,https://petition.parliament.uk/petitions/215000,closed,32010
Abolish the 'Tampon Tax' once the UK has left the European Union.,https://petition.parliament.uk/petitions/215003,closed,245
Abolish changes to free school meals,https://petition.parliament.uk/petitions/215007,closed,713
Include an option to state disagreement with a petition on the petition website.,https://petition.parliament.uk/petitions/215024,closed,18
New law on the ratio of qualified staff/carers to patients in nursing homes,https://petition.parliament.uk/petitions/215051,closed,44
Let contraceptives be sold over-the-counter,https://petition.parliament.uk/petitions/215054,closed,12
Make first aid&basic life support a legal requirement for junior school children,https://petition.parliament.uk/petitions/215084,closed,283
Invite Vladimir Putin to the UK to discuss UK-Russia relations,https://petition.parliament.uk/petitions/215120,closed,18
Fund retraining of local authority health officers at every level,https://petition.parliament.uk/petitions/215129,closed,13
House of Lords party appointments would be tied to General Election results.,https://petition.parliament.uk/petitions/215134,closed,526
"All EU powers should return to Scotland, Wales and Northern Ireland after Brexit",https://petition.parliament.uk/petitions/215138,closed,13
"Issue an official apology to Lauren Southern for denial of entry into the UK
",https://petition.parliament.uk/petitions/215141,closed,45
Introduce consequences of prolonged pornography use into sex education,https://petition.parliament.uk/petitions/215155,closed,53
Establish 14th March as a public holiday,https://petition.parliament.uk/petitions/215161,closed,24
Mandate to install standard microfiber filters in washing machines,https://petition.parliament.uk/petitions/215169,closed,819
"Allow Brittany Pettibone, Lauren Southern, and Martin Sellner entry to the UK.",https://petition.parliament.uk/petitions/215204,closed,12717
Ban the use and sale of all non-recyclable plastics in the UK by 2025,https://petition.parliament.uk/petitions/215212,closed,29
"Ban the sale, and use of any tool designed to cause pain/fear in training dogs.",https://petition.parliament.uk/petitions/215216,closed,115
Begin talks to expel Russia from the UN security council,https://petition.parliament.uk/petitions/215223,closed,46
Encourage British Sign Language in KS1 in Schools,https://petition.parliament.uk/petitions/215226,closed,255
Give all women the choice of an Induction at 41 weeks of Pregnancy.,https://petition.parliament.uk/petitions/215228,closed,42652
Increase Statutory Maternity Pay (SMP) from 39 weeks to 52 weeks,https://petition.parliament.uk/petitions/215229,closed,55
Abolish all subsidies for shotgun and firearms licences,https://petition.parliament.uk/petitions/215238,closed,4452
Make it a requirement of law to label all Halal certified products as such.,https://petition.parliament.uk/petitions/215241,closed,4264
Make sure that there are recycling bins in the classrooms of every school.,https://petition.parliament.uk/petitions/215244,closed,42
Make lymph sparing liposuction for lipedema available on the NHS,https://petition.parliament.uk/petitions/215252,closed,2342
Ban the sale and farming of non-free range eggs.,https://petition.parliament.uk/petitions/215261,closed,17
Legislate to give wheelchair users priority access to bus wheelchair spaces,https://petition.parliament.uk/petitions/215270,closed,233
Start a voluntary emigration programme for people who want to leave the UK.,https://petition.parliament.uk/petitions/215272,closed,11
"Change the Law, to stop authorities euthanising animals before an assessment.",https://petition.parliament.uk/petitions/215274,closed,2238
Make A levels 3 years. This is to avoid psychological stress for young people.,https://petition.parliament.uk/petitions/215277,closed,14
Make middle rate DLA a base rate for children with Cystic fibrosis.,https://petition.parliament.uk/petitions/215278,closed,324
Incorporate LGBT+ history in primary and secondary school education,https://petition.parliament.uk/petitions/215297,closed,452
Public enquiry into child sexual abuse and exportation in Cleveland,https://petition.parliament.uk/petitions/215299,closed,13
Reduce the school days to just four days a week.,https://petition.parliament.uk/petitions/215317,closed,605
Do not make any changes to the current devolution arrangements,https://petition.parliament.uk/petitions/215318,closed,10
"Treat knife crime as a health issue, to tackle the current epidemic in London.",https://petition.parliament.uk/petitions/215335,closed,204
Change the methods the Government use to record Homelessness,https://petition.parliament.uk/petitions/215338,closed,41
Lower the driving age to 15,https://petition.parliament.uk/petitions/215339,closed,30
Reduce the age of Breast Screening to 25-30,https://petition.parliament.uk/petitions/215343,closed,28935
"Raise awareness of endometriosis, for all women 18 to 60 +",https://petition.parliament.uk/petitions/215345,closed,14
Remove defensive architecture to help homeless people sleep safely,https://petition.parliament.uk/petitions/215359,closed,11
Urge the FCA to cap repayments on rent-to-own and doorstep lending,https://petition.parliament.uk/petitions/215364,closed,1393
Stop unfair ILR cancellation for ECAA Agreement.,https://petition.parliament.uk/petitions/215370,closed,5736
make wrongly reporting someone to a law enforcement agency a criminal offence,https://petition.parliament.uk/petitions/215375,closed,65
Get the transport secretary to review the C2C rail contract.,https://petition.parliament.uk/petitions/215378,closed,756
Ban Standing Charges on all Energy and Water Bills,https://petition.parliament.uk/petitions/215379,closed,421
Bring back the convalescent homes in the UK,https://petition.parliament.uk/petitions/215382,closed,30
Introduce Religious Studies/ REPS as an EBacc humanity subject,https://petition.parliament.uk/petitions/215412,closed,9
Make anti-GD2 treatment available on the NHS,https://petition.parliament.uk/petitions/215415,closed,30387
large vehicle awareness a mandatory part of obtaining a small vehicle licence,https://petition.parliament.uk/petitions/215433,closed,7
Reject plans to build a massive solar farm on Graveney Marshes in Kent.,https://petition.parliament.uk/petitions/215451,closed,1292
Increase the driving age to 21,https://petition.parliament.uk/petitions/215459,closed,15
Ban balloons for marketing/business use  immediately.,https://petition.parliament.uk/petitions/215481,closed,32
Change when employers can dismiss employees without cause back to one year.,https://petition.parliament.uk/petitions/215501,closed,18
I want the employees' contracts with zero hours to disappear.,https://petition.parliament.uk/petitions/215506,closed,93
Introduce a charge for all foreign vehicles using roads in the UK.,https://petition.parliament.uk/petitions/215511,closed,124
The EU referendum result must be dismissed as not fit for purpose,https://petition.parliament.uk/petitions/215550,closed,5362
OFSTED to closely monitor training qualifications provided by care organisations,https://petition.parliament.uk/petitions/215552,closed,22
Clearing pavements of ice should not bring legal liability if someone then falls,https://petition.parliament.uk/petitions/215562,closed,32
Take all income into account when calculating for Child Maintenance payments,https://petition.parliament.uk/petitions/215581,closed,82
Commemorate the life of Stephen Hawking with a day of national mourning.,https://petition.parliament.uk/petitions/215582,closed,23
Abolish university fees,https://petition.parliament.uk/petitions/215587,closed,28
Cap the price of private and university owned student accommodation,https://petition.parliament.uk/petitions/215599,closed,10
Release the 'Implementation Unit Report on Shale Gas' (2016) immediately.,https://petition.parliament.uk/petitions/215601,closed,2034
Ban the sale of unnecessary single use plastics in UK shops.,https://petition.parliament.uk/petitions/215609,closed,354
Make prescriptions free for cystic fibrosis sufferers,https://petition.parliament.uk/petitions/215619,closed,1298
Allow supply teachers to pay into the 'Teachers' Pension'.,https://petition.parliament.uk/petitions/215627,closed,32
Provide free sanitary products to young women receiving free school meals,https://petition.parliament.uk/petitions/215628,closed,1131
"Decriminalise, legalise and regulate cannabis for medicinal and recreational use",https://petition.parliament.uk/petitions/215640,closed,1043
UK Government to implement the Bercow: Ten Years On recommendations,https://petition.parliament.uk/petitions/215643,closed,11621
Allow fast food delivery drivers access to bus lanes during operating hours.,https://petition.parliament.uk/petitions/215644,closed,9
"Inquiries into rape, abuse and systematic grooming of children be independent",https://petition.parliament.uk/petitions/215650,closed,205
Debate harmful effects of Balloon releasing.,https://petition.parliament.uk/petitions/215662,closed,17
'Method of Slaughter' to be displayed on fresh/frozen meat and poultry.,https://petition.parliament.uk/petitions/215666,closed,872
Make all companies provide an e mail address as a point of contact,https://petition.parliament.uk/petitions/215667,closed,16
Conduct rolling referenda so that the Brexit deal commands support AT THE TIME,https://petition.parliament.uk/petitions/215671,closed,17
Please give every child in England the opportunity to study Classics.,https://petition.parliament.uk/petitions/215689,closed,45
To debate the impact of not returning FULL control of our fisheries to the UK.,https://petition.parliament.uk/petitions/215702,closed,26
Stop the Iraq Fatality Investigations (IFI).,https://petition.parliament.uk/petitions/215715,closed,2425
Give a mandatory lifetime driving ban for causing death by dangerous driving,https://petition.parliament.uk/petitions/215721,closed,1911
Regulate supported housing and hostels.,https://petition.parliament.uk/petitions/215743,closed,30
Amend Hate Speech Laws,https://petition.parliament.uk/petitions/215744,closed,50
Give students in unaffordable cities larger student loans for unaffordable rent.,https://petition.parliament.uk/petitions/215746,closed,25
For Student Finance England to acknowledge their mistakes with payment errors!,https://petition.parliament.uk/petitions/215770,closed,49
Abolish the 3-month rule so that people receiving chemotherapy can obtain PIP,https://petition.parliament.uk/petitions/215775,closed,5716
Start development of a satellite carrier rocket.,https://petition.parliament.uk/petitions/215781,closed,12
Ban balloon and sky / chinese lantern releases.,https://petition.parliament.uk/petitions/215782,closed,34153
Amend the Gender Recognition Act 2004 to remove the need for a medical diagnosis,https://petition.parliament.uk/petitions/215786,closed,45
Increase paternity leave so it is 3 months off on full pay.,https://petition.parliament.uk/petitions/215791,closed,96
Make the using mobile phone whilst driving punishment the same as drink driving.,https://petition.parliament.uk/petitions/215794,closed,16
A Referendum on EU Leaving Deal,https://petition.parliament.uk/petitions/215795,closed,66
Halt the UK badger culls and provide key data on previous culls.,https://petition.parliament.uk/petitions/215797,closed,7558
Increase armed forces budget,https://petition.parliament.uk/petitions/215801,closed,12
Introduce seller identity check and records of item for cash for gold shops,https://petition.parliament.uk/petitions/215809,closed,2157
Give anyone who has a long-term health condition medication on the NHS,https://petition.parliament.uk/petitions/215825,closed,16
Ban the sale of single use plastic straws and cutlery in England,https://petition.parliament.uk/petitions/215863,closed,4455
Make Makaton a compulsory part of Early Years and Primary Education in the UK.,https://petition.parliament.uk/petitions/215872,closed,8123
"Ban exams, instead get graded for classwork.",https://petition.parliament.uk/petitions/215898,closed,40
Abolish school uniform in all schools.,https://petition.parliament.uk/petitions/215908,closed,42
Introduce an Act making it mandatory to manufacture British passports in the UK.,https://petition.parliament.uk/petitions/215924,closed,47
"Lower the math entry requirement to a Grade D, to access teacher training.",https://petition.parliament.uk/petitions/215953,closed,11
Remove Homework in all primary schools in England,https://petition.parliament.uk/petitions/215956,closed,16
Don't ban single use plastic straws for disabled people.,https://petition.parliament.uk/petitions/215968,closed,94
Urge the FA to withdraw the England team from the World Cup this summer.,https://petition.parliament.uk/petitions/215978,closed,20
Make it compulsory for vendors to produce a Home Survey prior to marketing,https://petition.parliament.uk/petitions/215983,closed,10
Stop Southeastern Trains (Govia) from being awarded  franchise renewal.,https://petition.parliament.uk/petitions/216011,closed,1710
Stop UK coastal crude oil pollution threat; ban Colter offshore oil rig.,https://petition.parliament.uk/petitions/216012,closed,1061
Mandate display of plastic:food volume ratio on all packaged foods items.,https://petition.parliament.uk/petitions/216013,closed,28
Local councils  to provide drinking fountains in towns and cities.,https://petition.parliament.uk/petitions/216017,closed,125
Make it illegal to smoke within 10 metres of a dwelling if it is hotter than 25C,https://petition.parliament.uk/petitions/216043,closed,22
Less burden of proof for post war commonwealth citizens seeking  naturalisation,https://petition.parliament.uk/petitions/216045,closed,250
Stop providers of Buy to Let mortgages discriminating against benefits claimants,https://petition.parliament.uk/petitions/216052,closed,73
Introduce LGBT+ education to the primary curriculum in schools,https://petition.parliament.uk/petitions/216059,closed,17
Make boxing safer/ Save lives,https://petition.parliament.uk/petitions/216069,closed,1975
Provide more government funding to help our struggling hospices to survive.,https://petition.parliament.uk/petitions/216079,closed,90
Provide nationwide equal access to suitable wheelchairs to all who need one.,https://petition.parliament.uk/petitions/216081,closed,47
To make labeling commercial food as vegetarian and/or vegan a legal requirement,https://petition.parliament.uk/petitions/216082,closed,1730
Make financial management a compulsory part of education in schools,https://petition.parliament.uk/petitions/216089,closed,11
Prohibit the removal of trees/shrubs from riverbanks & in-river wildlife habitat,https://petition.parliament.uk/petitions/216090,closed,2959
Introduce Emotional Assistance Pet Act to prevent suicides and help families!,https://petition.parliament.uk/petitions/216091,closed,20
Improve access to healthcare for homeless people,https://petition.parliament.uk/petitions/216099,closed,70
Have GMT all year round.,https://petition.parliament.uk/petitions/216122,closed,27
stop car insurance companies increasing premiums for no-fault accidents,https://petition.parliament.uk/petitions/216135,closed,67
Bring Back Capital Punishment For Convicted Terrorists.,https://petition.parliament.uk/petitions/216145,closed,39
Eliminate the use of black plastic in food packaging.,https://petition.parliament.uk/petitions/216173,closed,936
Bring back nit nurse to UK schools send them home till treated and clear 2018,https://petition.parliament.uk/petitions/216175,closed,15
Working people should be awarded 100% of the non working partners tax allowance,https://petition.parliament.uk/petitions/216176,closed,24
Outdoor nature-based learning to be compulsory and weekly in all English schools,https://petition.parliament.uk/petitions/216187,closed,1164
Hold a referendum to determine the will of the people for NHS and care funding.,https://petition.parliament.uk/petitions/216188,closed,54
Debate scrapping the television licence fee and discuss other funding options.,https://petition.parliament.uk/petitions/216189,closed,60
Change the law and policy concerning box junctions.,https://petition.parliament.uk/petitions/216204,closed,19
New law that cats injured/killed by a vehicle are checked for a chip: Round 2,https://petition.parliament.uk/petitions/216215,closed,15057
Amend Highways act 1980 to allow electric powered motorcycles to use motorways,https://petition.parliament.uk/petitions/216231,closed,15
Mandatory weekly hour classes in current politics in secondary schools.,https://petition.parliament.uk/petitions/216233,closed,14
Fund and support a monument to the POLISH PILOT HEROES of the Battle of Britain.,https://petition.parliament.uk/petitions/216235,closed,11872
Ban the production and sale of non-recycled toilet paper in this country.,https://petition.parliament.uk/petitions/216244,closed,14
Stop all animal testing in the UK,https://petition.parliament.uk/petitions/216278,closed,70
"If you are an English citizen, you should not have to pay to attend university.",https://petition.parliament.uk/petitions/216280,closed,16
Reverse the changes to allow for Textiles & Technology to be stand alone GCSEs.,https://petition.parliament.uk/petitions/216289,closed,7439
Make up-skirt photography an illegal offence in the UK,https://petition.parliament.uk/petitions/216290,closed,2445
Make food manufacturers include the potassium content and Phosphate on labels.,https://petition.parliament.uk/petitions/216296,closed,24
Make the judgement and discrimination of mental illness unlawful.,https://petition.parliament.uk/petitions/216300,closed,34
Student Finance made available for part time Paramedic degree,https://petition.parliament.uk/petitions/216302,closed,135
Remove Chris Brown’s ban from the U.K. and allow him access to the country.,https://petition.parliament.uk/petitions/216306,closed,42
Start charging for non-emergencies in A & E across the U.K,https://petition.parliament.uk/petitions/216312,closed,13
Impose a safety check on all animal toys,https://petition.parliament.uk/petitions/216323,closed,13
Revise and implement strategies to improve the quality of life for care leavers,https://petition.parliament.uk/petitions/216328,closed,531
Change business rates for child care providers and make them zero VAT rated.,https://petition.parliament.uk/petitions/216337,closed,10915
We want a public enquiry into whether children are needlessly taken into care,https://petition.parliament.uk/petitions/216341,closed,246
Issue legal guidance that IVA completion certificates should be issued promptly,https://petition.parliament.uk/petitions/216366,closed,152
Scrap the charges for child arrangement applications,https://petition.parliament.uk/petitions/216367,closed,116
NHS to provide badges for chronically/long term ill people for public transport,https://petition.parliament.uk/petitions/216369,closed,60
Make students in the uk pay council tax in the city that they study and live.,https://petition.parliament.uk/petitions/216400,closed,130
Increase the amount of support given to sexual assault and rape victims.,https://petition.parliament.uk/petitions/216406,closed,114
Mandatory training in ALL aspects of Domestic abuse for Family courts & Cafcass.,https://petition.parliament.uk/petitions/216416,closed,3949
Improve mental healthcare provisions available for prisoners,https://petition.parliament.uk/petitions/216421,closed,12
Base income tax on combined household income for a fair tax system,https://petition.parliament.uk/petitions/216429,closed,77
Give all UK residents the right to vote in local government elections,https://petition.parliament.uk/petitions/216433,closed,514
"Stop roll out of ""Academies"" to SEN schools.",https://petition.parliament.uk/petitions/216437,closed,15
Referendum on whether to scrap the TV license,https://petition.parliament.uk/petitions/216439,closed,105
Don't allow councils to use private companies as Civil Enforcement Officers,https://petition.parliament.uk/petitions/216443,closed,17
Stop Myxomatosis killing wild Rabbits by developing a lifetime vaccine,https://petition.parliament.uk/petitions/216445,closed,249
All children should be tested for Autism before they are five years old,https://petition.parliament.uk/petitions/216456,closed,50
Cap council tax at 2% per annum maximum from 2019 onwards,https://petition.parliament.uk/petitions/216457,closed,40
Make it compulsory that new borns have a heart scan before leaving hospital,https://petition.parliament.uk/petitions/216461,closed,1892
Raise the Penalty for Uninsured Motorists,https://petition.parliament.uk/petitions/216464,closed,15
Encourage schools to expell students who are bullying others.,https://petition.parliament.uk/petitions/216481,closed,43
"Introduce a reassuring EM radiation limit for homes and schools (eg 1,000 µW/m2)",https://petition.parliament.uk/petitions/216492,closed,111
Add Multiple Sclerosis to the Medical Exemption list,https://petition.parliament.uk/petitions/216496,closed,15346
Make sign language part of the national curriculum,https://petition.parliament.uk/petitions/216511,closed,337
The right to register with two GPs for students studying away from home,https://petition.parliament.uk/petitions/216526,closed,57
Make banks directly responsible for contacting those who have been missold PPI,https://petition.parliament.uk/petitions/216527,closed,40
Return funding for sixth form students for the last three financial years,https://petition.parliament.uk/petitions/216530,closed,20
Make garden bonfires and any external fires illegal without a permit.,https://petition.parliament.uk/petitions/216531,closed,62
Repair pot holed roads by introduction of vignette system for foreign drivers,https://petition.parliament.uk/petitions/216533,closed,13
Amnesty for anyone who was a minor that arrived In Britain between 1948 to 1971,https://petition.parliament.uk/petitions/216539,closed,180482
Allow homosexuals to give blood freely,https://petition.parliament.uk/petitions/216541,closed,359
Introduce a South African Vulnerable Persons' Resettlement Programme ,https://petition.parliament.uk/petitions/216560,closed,31
To impose an immediate two-way arms embargo between the UK and Israel,https://petition.parliament.uk/petitions/216561,closed,7986
QTS for Indian teachers.,https://petition.parliament.uk/petitions/216577,closed,74
Ask the EU under Article 50(3) TFEU to extend the period before Brexit,https://petition.parliament.uk/petitions/216584,closed,17
"Change the law to ensure that NICE guidance outweighs the ""Bolam Test""",https://petition.parliament.uk/petitions/216585,closed,13
Allow undiagnosed children to travel to different countries to treat & diagnose,https://petition.parliament.uk/petitions/216594,closed,24446
Make St Georges Day a Bank Holiday in England.,https://petition.parliament.uk/petitions/216600,closed,3577
Extend Sunday trading hours,https://petition.parliament.uk/petitions/216608,closed,56
"Expel Israeli Ambassador, after attacks on the State of Palestine.",https://petition.parliament.uk/petitions/216609,closed,270
Introduce MPs to represent the interests of British citizens living abroad.,https://petition.parliament.uk/petitions/216611,closed,2202
Teach about Babylonian history in schools!,https://petition.parliament.uk/petitions/216618,closed,10
Issue an RAF centenary medal to all serving RAF personnel.,https://petition.parliament.uk/petitions/216620,closed,955
Make supermarkets supply a point in store to discard excessive packaging,https://petition.parliament.uk/petitions/216633,closed,26
Training for all teachers and doctors to identify autism in males and females,https://petition.parliament.uk/petitions/216637,closed,131
Abolish the TV licence,https://petition.parliament.uk/petitions/216642,closed,5680
Have Dartford Crossing contribute towards the cost of the lower Thames crossing.,https://petition.parliament.uk/petitions/216647,closed,48
Make Philip Hammonds Brexit Preperation Fund the NHS Fund instead.,https://petition.parliament.uk/petitions/216651,closed,392
Make our NHS hospital wards and waiting rooms across the UK infertile friendly.,https://petition.parliament.uk/petitions/216658,closed,2074
Minimum of 10 years for causing death by careless or dangerous driving,https://petition.parliament.uk/petitions/216661,closed,41
Bring in a 3 day cooling off period when buying an animal from a pet shop.,https://petition.parliament.uk/petitions/216662,closed,155
Make it mandatory for security staff to have a body-worn camera.,https://petition.parliament.uk/petitions/216664,closed,19
Test pregnant women and newborn babies for Group B Streptococcus (GBS),https://petition.parliament.uk/petitions/216670,closed,320
Allow Ambulances on non-emergency journeys to use Bus Lanes.,https://petition.parliament.uk/petitions/216673,closed,18
Start supplementing milk with Vitamin D.,https://petition.parliament.uk/petitions/216675,closed,14
Companies to accept all holiday requests from families during school holidays.,https://petition.parliament.uk/petitions/216680,closed,7
Launch a National Consultation on Reducing Plastic Usage,https://petition.parliament.uk/petitions/216700,closed,35
All NHS hospitals should provide vegan meals including dairy free spread & milk,https://petition.parliament.uk/petitions/216713,closed,494
Make it compulsory for motorbikes to have different coloured headlamps to cars,https://petition.parliament.uk/petitions/216720,closed,11
Withdraw the UK from the EU even if Parliament rejects the final Brexit deal.,https://petition.parliament.uk/petitions/216721,closed,8344
Ban fruit and veg being wrapped/packaged in plastic by 2020,https://petition.parliament.uk/petitions/216722,closed,82
"Prevent child abduction and work to ensure abducted children are
repatriated.",https://petition.parliament.uk/petitions/216723,closed,49
Increase the defence budget to strengthen and build up the UK's Armed Forces.,https://petition.parliament.uk/petitions/216731,closed,38
Insist the Government give a 50% discount for Council Tax single occupants,https://petition.parliament.uk/petitions/216735,closed,40
Change planning laws. Everyone should have a say and be heard.,https://petition.parliament.uk/petitions/216751,closed,23
For doctors in the UK to be legally allowed to prescribe cannabis patches.,https://petition.parliament.uk/petitions/216755,closed,184
Make 30th November a national holiday in memory of Sir Winston Churchill,https://petition.parliament.uk/petitions/216758,closed,17
"Make Battle of Britain Day, the 15th of September, a public holiday.",https://petition.parliament.uk/petitions/216770,closed,40
Halt arms sales to Saudi Arabia.,https://petition.parliament.uk/petitions/216823,closed,181
Make feminine hygiene products free.,https://petition.parliament.uk/petitions/216827,closed,17
Grant free prescriptions to Auto-Immune Hepatitis sufferers,https://petition.parliament.uk/petitions/216835,closed,133
"Create a change to the law on home invasions, to further protect residents.",https://petition.parliament.uk/petitions/216836,closed,656
Stop Proceeds of Crime Act powers from being used in planning cases,https://petition.parliament.uk/petitions/216851,closed,69
Legalise medical cannabis for difficult to treat epilepsies in children.,https://petition.parliament.uk/petitions/216867,closed,1362
Do not rename the Second Severn Crossing as 'The Prince Of Wales Bridge'.,https://petition.parliament.uk/petitions/216898,closed,258
Male & Female employees should be treated the same when on shared parental leave,https://petition.parliament.uk/petitions/216901,closed,39
Parent and Child Parking Badge,https://petition.parliament.uk/petitions/216912,closed,210
An urgent debate on strategies for effectively combating gun and knife crime,https://petition.parliament.uk/petitions/216928,closed,13158
Free Prescriptions for all under 25s in full time education,https://petition.parliament.uk/petitions/216931,closed,21
"Legalise and Licence Mace, Pepper, CS Spray for Self-Defence in the UK.",https://petition.parliament.uk/petitions/216951,closed,185
Require drivers to report a cat hit on the road,https://petition.parliament.uk/petitions/216991,closed,2618
Require all schools to allow boys to wear shorts.,https://petition.parliament.uk/petitions/216999,closed,11
Schools to teach anti crime and anti gang culture within schools.,https://petition.parliament.uk/petitions/217006,closed,59
Reduction is Television Licence for Deaf people due to accessibility issues.,https://petition.parliament.uk/petitions/217012,closed,5577
Raise the legal age to 25 for buying knives or blades of any type.,https://petition.parliament.uk/petitions/217015,closed,9
Issue guidance to make employers aware of their duties to menopausal workers.,https://petition.parliament.uk/petitions/217020,closed,332
Add 1p Income Tax & Reduce Aid to OECD average to create a BREXIT readiness fund,https://petition.parliament.uk/petitions/217027,closed,7
Only allow students to register to vote in one constituency,https://petition.parliament.uk/petitions/217028,closed,48
"Abolish 0.7% GDP target for Foreign Aid spending
Spend OUR money at home",https://petition.parliament.uk/petitions/217033,closed,2123
Require drivers aged 70 + to undergo an annual road safety check and eye exam.,https://petition.parliament.uk/petitions/217035,closed,72
"refund 2 months Road tax for every car driver, due to the amount of pot holes",https://petition.parliament.uk/petitions/217037,closed,9
UK govt to build a ship which can remove and recycle plastic from the oceans,https://petition.parliament.uk/petitions/217038,closed,52
Make it law that it is reported to the police when a cat is knocked down.,https://petition.parliament.uk/petitions/217044,closed,42
Ban the sale of pencil sharpeners with easy release blades. ,https://petition.parliament.uk/petitions/217046,closed,27
Make ocrelizumab available on the NHS for multiple sclerosis patients,https://petition.parliament.uk/petitions/217047,closed,2578
Scrap the make taxation digital regulations for all business below £100k profit,https://petition.parliament.uk/petitions/217050,closed,11
Changes to Children Act 1989,https://petition.parliament.uk/petitions/217075,closed,380
New law so that mobile suppliers cannot change the terms of contracts,https://petition.parliament.uk/petitions/217076,closed,31
Amend the Town and Country Planning Regulations on the flying of the EU flag,https://petition.parliament.uk/petitions/217085,closed,15
Set up a National Register for carers  and Health Care Assistants,https://petition.parliament.uk/petitions/217086,closed,82
Make Transverse Myelitis recognisable on all life and health insurance policies!,https://petition.parliament.uk/petitions/217092,closed,225
Change the A1 license - Motorcycle,https://petition.parliament.uk/petitions/217093,closed,15
Stop Public Health England's recent 'Healthy Eating' initiatives.,https://petition.parliament.uk/petitions/217097,closed,12
Ban the sale of peanut products in cinemas,https://petition.parliament.uk/petitions/217120,closed,13
Legalise the permanent removal of front number plates.,https://petition.parliament.uk/petitions/217130,closed,117
Free NHS prescriptions for sickle cell anaemia patients,https://petition.parliament.uk/petitions/217131,closed,262
Issue a statement condemning democratic rights violations in Poland and Hungary,https://petition.parliament.uk/petitions/217132,closed,20
Place Mindfulness in to the UK school Curriculum,https://petition.parliament.uk/petitions/217137,closed,35
Regulate  open air prayer meetings of all denominations,https://petition.parliament.uk/petitions/217138,closed,1193
The emergency SMS number 112 should be advertised on TV by the government.,https://petition.parliament.uk/petitions/217141,closed,33
Set out a date for the introduction of care home fees cap.,https://petition.parliament.uk/petitions/217143,closed,8
"Fund “Off The Street, Less Heat” youth project and similar projects",https://petition.parliament.uk/petitions/217147,closed,8
Make it a criminal offence not to report child abuse,https://petition.parliament.uk/petitions/217158,closed,21
Ban people from smoking inside all local authority/ association owned houses,https://petition.parliament.uk/petitions/217162,closed,17
Make mandatory that vehicle manufacturers install remotely activated immobiliser,https://petition.parliament.uk/petitions/217164,closed,32
Vehicle tax to include levy for repair of roads maintained by local authorities,https://petition.parliament.uk/petitions/217189,closed,8
Reduce the age of bowel cancer screening in England to 50.,https://petition.parliament.uk/petitions/217190,closed,371
Reduce knife and gun crime with deterrent sentences ,https://petition.parliament.uk/petitions/217203,closed,33
Kids with allergies must have a right to eat safe food from home at eateries.,https://petition.parliament.uk/petitions/217222,closed,3240
Create regulatory body to set the standards and ethics of AI development.,https://petition.parliament.uk/petitions/217236,closed,15
Cancel HS2 and use the allocated funds to help find a cure for cancer.,https://petition.parliament.uk/petitions/217237,closed,17
Fund free BSL lessons for every parent or carer of a Deaf child in the UK,https://petition.parliament.uk/petitions/217239,closed,15677
Save Otmoor from the Oxford-Cambridge Expressway,https://petition.parliament.uk/petitions/217244,closed,10589
Fund PTSD recovery centres for ex-armed forces and emergency services personnel,https://petition.parliament.uk/petitions/217247,closed,926
Remove chargeable road tax for UK vehicles over 30 years old,https://petition.parliament.uk/petitions/217260,closed,444
The Government must make Parliament Vote on Military Intervention in Syria.,https://petition.parliament.uk/petitions/217264,closed,47
Add Lichen sclerosus to the Medical Exemption list,https://petition.parliament.uk/petitions/217270,closed,127
"Subsidy on ""free from"" products for people with food allergies",https://petition.parliament.uk/petitions/217280,closed,16
Change the law to recognise Domestic Abuse as a crime in its own right,https://petition.parliament.uk/petitions/217281,closed,203
Legislation ensuring airlines must seat vulnerable people with their guardians,https://petition.parliament.uk/petitions/217286,closed,1494
Take no military action in Syria using UK forces or weapons.,https://petition.parliament.uk/petitions/217290,closed,276
Write all laws in Plain English,https://petition.parliament.uk/petitions/217291,closed,12
Create a UK disabled/pensioner's bus pass that works across the whole UK.,https://petition.parliament.uk/petitions/217293,closed,19
Allow all people with vitamin D deficiency to receive free prescriptions.,https://petition.parliament.uk/petitions/217297,closed,32
Make all nappies and baby wipes sold in the UK 100% biodegradable by 2020,https://petition.parliament.uk/petitions/217298,closed,374
Record homeless death statistics at local and national levels,https://petition.parliament.uk/petitions/217303,closed,22
Make the Department for Education invest £1.3 billion pounds in schools,https://petition.parliament.uk/petitions/217305,closed,13
Investigate the role of the Information Commission due to its ineffectiveness,https://petition.parliament.uk/petitions/217306,closed,8
To increase funding to Citizens Advice,https://petition.parliament.uk/petitions/217315,closed,104
Allow English local authorities to choose the voting system for their council,https://petition.parliament.uk/petitions/217321,closed,9
