Petition,URL,State,Signatures Count
Make the teaching of Sexual consent  compulsory In schools,https://petition.parliament.uk/petitions/203019,closed,1533
Award long service medals to doctors and nurses in the NHS,https://petition.parliament.uk/petitions/203020,closed,26
Ensure that no claimant on benefits is left without financial support.,https://petition.parliament.uk/petitions/203021,closed,37
Make spent conviction dismissals a protected right for -2 years in employment,https://petition.parliament.uk/petitions/203028,closed,18
Tighten the regulations on who can give Botox,https://petition.parliament.uk/petitions/203029,closed,28
Stop kids under 16 buying all energy drinks,https://petition.parliament.uk/petitions/203057,closed,508
Make statutory adoption leave and pay available for the self employed.,https://petition.parliament.uk/petitions/203061,closed,841
"Actively prepare for a no-deal brexit & tell the EU: 'fair deal, or no deal'",https://petition.parliament.uk/petitions/203064,closed,1288
Stop pharmacies from being able to withhold medicines on the grounds of beliefs,https://petition.parliament.uk/petitions/203067,closed,43
Stop the unfair electoral boundary changes!,https://petition.parliament.uk/petitions/203075,closed,2946
Ban all trade of Ivory in the UK with NO exceptions!,https://petition.parliament.uk/petitions/203099,closed,256
Make alcohol activated immobilisers mandatory on all new vehicles,https://petition.parliament.uk/petitions/203103,closed,22
Pressure the Iraqi government to acknowledge the Kurdish referendum result.,https://petition.parliament.uk/petitions/203107,closed,15
The new sex education curriculum should explain what constitutes sexual assault,https://petition.parliament.uk/petitions/203114,closed,201
"If Brexit negotiations indicate there will be no deal, hold a second referendum",https://petition.parliament.uk/petitions/203132,closed,202
Require shop signs to be turned off overnight to reduce light pollution,https://petition.parliament.uk/petitions/203136,closed,42
Correct the flaws in our First-Past-The-Post voting system.,https://petition.parliament.uk/petitions/203139,closed,1845
"Myalgic Encephalomyelitis: need more funding for research, awareness, support",https://petition.parliament.uk/petitions/203140,closed,4663
Make sending unsolicited pictures of penises illegal,https://petition.parliament.uk/petitions/203143,closed,66
Secure the release of Jack Letts who is detained in northern Syria,https://petition.parliament.uk/petitions/203151,closed,506
Regulate land management companies: cap charges and increase transparency,https://petition.parliament.uk/petitions/203156,closed,2467
Add American Football to the curriculum,https://petition.parliament.uk/petitions/203160,closed,10
Stop the bedroom tax and help the vulnerable stay in their home.,https://petition.parliament.uk/petitions/203161,closed,1009
Reopen the Hambleton Village Railway Station,https://petition.parliament.uk/petitions/203171,closed,158
Revise to Abortion Act to allow women to take medical abortion pills at home.,https://petition.parliament.uk/petitions/203173,closed,103
Ban the sale of pellet guns to under 21's and require licensing.,https://petition.parliament.uk/petitions/203181,closed,98
Request HM government ask the Queen to issue Royal Pardon to Edith Thompson.,https://petition.parliament.uk/petitions/203190,closed,35
Provide dedicated child bereavement teams to families after the death of a child,https://petition.parliament.uk/petitions/203196,closed,226
Make offering gay conversion therapy a criminal offence,https://petition.parliament.uk/petitions/203202,closed,13239
Debate whether Private finance initiative should be outlawed for local councils,https://petition.parliament.uk/petitions/203215,closed,54
Waive the two child cap on tax credits for mothers working minimum 18 hours/week,https://petition.parliament.uk/petitions/203227,closed,33
Hold a General Election if the Government  avoids an Opposition Day vote again.,https://petition.parliament.uk/petitions/203238,closed,2599
Make child parking legally badge-held spaces only for those with children.,https://petition.parliament.uk/petitions/203240,closed,11
Stop all anonymous telephone calls and ban virtual telephone numbers.,https://petition.parliament.uk/petitions/203250,closed,55
Make illegal all cold calling telemarketing calls to UK phone numbers,https://petition.parliament.uk/petitions/203252,closed,59
Make it illegal to publish pro-anorexia material online,https://petition.parliament.uk/petitions/203256,closed,140
Allow Term Time Holiday Requests during last week of Summer Term.,https://petition.parliament.uk/petitions/203265,closed,148
Create Licenses and Rules for Pet Stores to sell and abide by for Reptiles.,https://petition.parliament.uk/petitions/203272,closed,77
Stop UK foreign aid to all countries that mistreat minorities in appalling ways.,https://petition.parliament.uk/petitions/203276,closed,75
Change the law so that rape can be classed as a terrorist offence,https://petition.parliament.uk/petitions/203277,closed,1759
Nationalise the national lottery run by Camelot.,https://petition.parliament.uk/petitions/203285,closed,43
Call for all people who mentally cause suicide to be prosecuted for MURDER,https://petition.parliament.uk/petitions/203294,closed,19
Ban HGV's from using lane 2 between 06:00 to 22:00 hrs on 2 lane highways,https://petition.parliament.uk/petitions/203303,closed,13
Introduce 19 baby check questions in to prenatal & postnatal information given,https://petition.parliament.uk/petitions/203306,closed,79
Stop mortgage interest support benefit changes.,https://petition.parliament.uk/petitions/203310,closed,372
Ban the sale of fireworks to the public and have only licensed displays.,https://petition.parliament.uk/petitions/203314,closed,9326
Introduce a carbon tax on applicable products to help battle climate change.,https://petition.parliament.uk/petitions/203317,closed,379
Allow Cannabis Patches to be prescribed on the NHS for Chronic Pain conditions,https://petition.parliament.uk/petitions/203318,closed,320
Hold a debate in the Commons about the American gun control system,https://petition.parliament.uk/petitions/203320,closed,47
Introduce a 10% maximum limit on a university's intake from independent schools.,https://petition.parliament.uk/petitions/203327,closed,12
Increase school funding in Hackney schools back to what it was.,https://petition.parliament.uk/petitions/203329,closed,25
"Require labelling of all products which contain pig or its bye products
 
",https://petition.parliament.uk/petitions/203336,closed,34
Extend VAT exemption for elderly/disabled peoples' domestic help in their homes,https://petition.parliament.uk/petitions/203342,closed,495
Make all job centres have toilets.,https://petition.parliament.uk/petitions/203346,closed,46
Create a new public holiday for Indian new year's day,https://petition.parliament.uk/petitions/203350,closed,19
Make the rate of the living wage as recommended by the living wage foundation,https://petition.parliament.uk/petitions/203357,closed,39
Abolish the annual Rod Licence for anglers in England and Wales,https://petition.parliament.uk/petitions/203360,closed,23
Make road cycling safer by introducing a law to enforce reflective clothing.,https://petition.parliament.uk/petitions/203381,closed,14
Make voting in local & general elections compulsory.,https://petition.parliament.uk/petitions/203387,closed,17
Revise current Care Order categories for adoption breakdowns.,https://petition.parliament.uk/petitions/203390,closed,790
Abolish Parking Charges in hospital car parks!,https://petition.parliament.uk/petitions/203417,closed,163
Make General Practice recognised as a specialism in the UK,https://petition.parliament.uk/petitions/203434,closed,1827
Make NHS prescriptions and healthcare free for all Universal Credit claimants,https://petition.parliament.uk/petitions/203439,closed,75
Stop charging married women to have their surname changed on their passport,https://petition.parliament.uk/petitions/203467,closed,30
Fund Slow Down For Horses and Horse Awareness Adverts on Television,https://petition.parliament.uk/petitions/203468,closed,1013
Make the use of inhumane cat deterrents a criminal offence,https://petition.parliament.uk/petitions/203469,closed,110
More funding towards cure research for Type 1 Diabetes,https://petition.parliament.uk/petitions/203474,closed,41
Amend Universal Credit so that weekly paid workers aren't unfairly disadvantaged,https://petition.parliament.uk/petitions/203492,closed,121
Brexit: Stop using ‘will of the people’ and ‘will of the British people.’,https://petition.parliament.uk/petitions/203496,closed,1812
"Remove the ""Henry VIII Powers"" from the European Union (Withdrawal) Bill",https://petition.parliament.uk/petitions/203497,closed,84
Make teaching about tax and local politics compulsory in secondary schools.,https://petition.parliament.uk/petitions/203500,closed,25
Make it illegal for any MP to lie in parliament or knowingly deceive the public.,https://petition.parliament.uk/petitions/203502,closed,19834
Allow Ex-Servicemen to cash in their service pensions.,https://petition.parliament.uk/petitions/203505,closed,14
Make Changing Places mandatory in the large public places listed in BS 8300:2009,https://petition.parliament.uk/petitions/203512,closed,615
Make targeted adverts in public spaces illegal.,https://petition.parliament.uk/petitions/203514,closed,132
Ban the use and selling of all aversive dog training equipment in the UK.,https://petition.parliament.uk/petitions/203524,closed,140
Require all pubs and clubs to have metal detectors,https://petition.parliament.uk/petitions/203527,closed,26
Make it ILLEGAL to sell chemical hair straighteners for young children.,https://petition.parliament.uk/petitions/203528,closed,40
Make Tv licences free for students studying Media and/or television.,https://petition.parliament.uk/petitions/203529,closed,18
Condemn the military action against ethnic Kurds by Iran and Iraq. ,https://petition.parliament.uk/petitions/203531,closed,26
Make it a criminal offence to label non-racist people as racist.,https://petition.parliament.uk/petitions/203532,closed,77
Increase the speed limit on motorways from 70mph to 80mph by 2022.,https://petition.parliament.uk/petitions/203535,closed,192
Halt the cuts to the Metropolitan Police budget,https://petition.parliament.uk/petitions/203543,closed,1926
Make the Union Jack a standard part of all public service uniforms & vehicles.,https://petition.parliament.uk/petitions/203549,closed,85
Remove Parental Responsibility if convicted of paedophilia & domestic violence,https://petition.parliament.uk/petitions/203553,closed,25
Demand For Tougher Action Against Moped Crime,https://petition.parliament.uk/petitions/203557,closed,4179
Make it Legal where ‘Footballs’ are Being Kicked into Gardens can be Kept in Law,https://petition.parliament.uk/petitions/203561,closed,31
Make every workplace and school complete a mandatory yearly CPR training day.,https://petition.parliament.uk/petitions/203567,closed,250
Change laws for British citizenship so they refer to ‘parent’ not ‘father’.,https://petition.parliament.uk/petitions/203568,closed,11
Make it the law for children's feelings and wishes to be heard in family court,https://petition.parliament.uk/petitions/203572,closed,253
Reform the rules on filibustering - talking excessively to force a bill out,https://petition.parliament.uk/petitions/203576,closed,6209
Make the purchase of fireworks without a permit & I.D illegal.,https://petition.parliament.uk/petitions/203589,closed,15
Ban all non-recycled (in UK) single use food containers and utensils.,https://petition.parliament.uk/petitions/203590,closed,132
Update the driving licence point system from 12 points to at least 15-20,https://petition.parliament.uk/petitions/203601,closed,31
"Create a Freedom of Speech Act and Bring an End to ""Hate Speech"" laws",https://petition.parliament.uk/petitions/203615,closed,34969
Provide a 9-1 GCSE Law syllabus and encourage examination boards to follow it.,https://petition.parliament.uk/petitions/203616,closed,16
Stop GP surgeries charging for medical letters for patients.,https://petition.parliament.uk/petitions/203621,closed,84
Immediately boost NHS funding by around £5bn a year from adding 1p to Income Tax,https://petition.parliament.uk/petitions/203624,closed,690
To not spend £50m of public money on a memorial to the Holocaust,https://petition.parliament.uk/petitions/203645,closed,243
Urge football associations to boycott the FIFA World Cup 2022 in Qatar.,https://petition.parliament.uk/petitions/203652,closed,114
Advise the Queen to make the London Borough of Richmond a Royal Borough,https://petition.parliament.uk/petitions/203656,closed,57
Reduce The Minimum Income Requirement for Spouse Visa,https://petition.parliament.uk/petitions/203664,closed,602
Make it compulsory to have sprinklers in all schools in the United Kingdom,https://petition.parliament.uk/petitions/203666,closed,34
Debate: The EU referendum is now invalid due to demographic changes over time.,https://petition.parliament.uk/petitions/203671,closed,2509
"Lyme's Disease treatment, support and awareness!",https://petition.parliament.uk/petitions/203673,closed,169
Make it impossible to claim benefits totalling more than the minimum wage,https://petition.parliament.uk/petitions/203675,closed,71
Call for a British Government apology for the Jallianwala Bagh Massacre of 1919,https://petition.parliament.uk/petitions/203680,closed,2725
Garages must provide free air & water in working order for drivers at all times.,https://petition.parliament.uk/petitions/203683,closed,39
Set up an online registry for living organ donation,https://petition.parliament.uk/petitions/203686,closed,21
Make performing a cosmetic surgical procedure without relevant insurance illegal,https://petition.parliament.uk/petitions/203687,closed,1017
Stop hospitals from charging blue badge holders parking in hospitals,https://petition.parliament.uk/petitions/203690,closed,38
Teach black history In History lessons,https://petition.parliament.uk/petitions/203692,closed,25638
Require Petrol Stations and Airports to have free filtered Water Fountains.,https://petition.parliament.uk/petitions/203697,closed,82
Reduce VAT rate on fixed telephone lines and broadband,https://petition.parliament.uk/petitions/203700,closed,19
To make it easier for grandparents to get parental Responsibility,https://petition.parliament.uk/petitions/203702,closed,29
Repeal the 1939 Cancer Act so that doctors can offer alternatives to chemo,https://petition.parliament.uk/petitions/203708,closed,10267
Introduce a 5p tax on all disposable takeaway cups.,https://petition.parliament.uk/petitions/203709,closed,112
Every person in the UK to be given a tree to plant to reverse UK deforestation,https://petition.parliament.uk/petitions/203725,closed,20
Introduce a 'no-fly' list banning disruptive & dangerous passengers from flying.,https://petition.parliament.uk/petitions/203728,closed,21
"Stop employers referring to contracted hours employment as a ""minimum"".",https://petition.parliament.uk/petitions/203737,closed,11
Parliament to debate accountability & efficacy of Sharia Councils under UK law.,https://petition.parliament.uk/petitions/203740,closed,449
Form a cross-party commission (national consensus) which negotiates Brexit,https://petition.parliament.uk/petitions/203745,closed,19
Make independent inventory reporting of privately rented properties compulsory,https://petition.parliament.uk/petitions/203746,closed,1100
"Use Foreign Aid budget for the NHS, Adult Social care and the elderly.",https://petition.parliament.uk/petitions/203758,closed,2363
Make it illegal for energy companies to levy a standing charge for smart meters.,https://petition.parliament.uk/petitions/203769,closed,121
Regulate animal rescue centres.,https://petition.parliament.uk/petitions/203778,closed,1650
"Windrush Day:June 22 celebrate our immigrant populations
contribution to the UK",https://petition.parliament.uk/petitions/203785,closed,153
Prevent the MOD from cutting Operational Allowance for our Armed Forces,https://petition.parliament.uk/petitions/203791,closed,30
Tackle corporate tax-dodging – Make the UK a participant in CCCTB,https://petition.parliament.uk/petitions/203801,closed,109
"Sanction the South African Government, if it fails to act on all farm murders.",https://petition.parliament.uk/petitions/203807,closed,77
Maximum 30 day wait for anyone needing counselling for mental health issues,https://petition.parliament.uk/petitions/203809,closed,2016
Referenda enacted by a UK nation must allow citizens born in that nation a vote.,https://petition.parliament.uk/petitions/203827,closed,10
Require all schools to have sprinklers fitted.,https://petition.parliament.uk/petitions/203838,closed,156
Make it a requirement for people to pass a politics test before they can vote,https://petition.parliament.uk/petitions/203843,closed,14
Save the Streetlighting on the A2 between Bexley and Dartford,https://petition.parliament.uk/petitions/203866,closed,61
Cancel the smart meter roll-out,https://petition.parliament.uk/petitions/203867,closed,5312
Let councils borrow to build council housing. Lift the government cap.,https://petition.parliament.uk/petitions/203869,closed,185
Ban the sale of White poppies alongside the British Legion red poppy campaign.,https://petition.parliament.uk/petitions/203874,closed,1211
Ban unsustainable Palm Oil from being used in produce that is sold in the UK.,https://petition.parliament.uk/petitions/203879,closed,322
we ask for financial assistance for replacements or replacements done on NHS,https://petition.parliament.uk/petitions/203898,closed,296
Stop Anti-abortion Life charity from getting £250k from from UK tampon tax.,https://petition.parliament.uk/petitions/203916,closed,258
Make environmental studies a mandatory subject in the National Curriculum,https://petition.parliament.uk/petitions/203921,closed,176
Law change to waive impound and storage fees of stolen recovered vehicles.,https://petition.parliament.uk/petitions/203924,closed,148
"Continue to fund the ICS (international citizen service) programme.
 
",https://petition.parliament.uk/petitions/203939,closed,1050
Save the UK FM Radio Signal,https://petition.parliament.uk/petitions/203942,closed,25
Requesting salary history to be made unlawful in the UK.,https://petition.parliament.uk/petitions/203945,closed,23
Drop the ban on 22lr target pistols,https://petition.parliament.uk/petitions/203978,closed,511
Change the law to control when fireworks can be used by the public.,https://petition.parliament.uk/petitions/203980,closed,58
Stop! No prisoners should be allowed to have the vote,https://petition.parliament.uk/petitions/203984,closed,77
Include software digital downloads in the Consumer Contracts Regulations (CCR's),https://petition.parliament.uk/petitions/203993,closed,14
Increase the Speed Limit on motorways between 11pm and 6am to 80 mph for cars.,https://petition.parliament.uk/petitions/203998,closed,35
Lower the abortion time frame from 24 weeks to 23 weeks.,https://petition.parliament.uk/petitions/204006,closed,40
Make the questions on PIP forms more suitable for mental health sufferers.,https://petition.parliament.uk/petitions/204010,closed,43
Protect vulnerable debtors in enforceable Taking Control of Goods ​Regulations,https://petition.parliament.uk/petitions/204022,closed,3495
Let mothers be named on marriage certificates,https://petition.parliament.uk/petitions/204024,closed,223
"Hold a public inquiry into why the UK issued new, lower alcohol guidelines",https://petition.parliament.uk/petitions/204027,closed,20
Ban overseas investment in UK property ,https://petition.parliament.uk/petitions/204045,closed,36
Ban Fines for Parking Ticket Mistakes,https://petition.parliament.uk/petitions/204063,closed,31
Increase the maximum prison sentence for animal cruelty to 10 years.,https://petition.parliament.uk/petitions/204072,closed,403
Ban Isis fighters from returning to the UK,https://petition.parliament.uk/petitions/204079,closed,14840
Insist all supermarkets sell plastic free alternatives for all products sold,https://petition.parliament.uk/petitions/204084,closed,1536
"Don't give extremists homes, jobs and counselling",https://petition.parliament.uk/petitions/204086,closed,8824
Stop the Common Fisheries Policy being adopted into UK law post-Brexit.,https://petition.parliament.uk/petitions/204098,closed,67959
Replace credit card commission to businesses with flat fees per transaction,https://petition.parliament.uk/petitions/204101,closed,10
Scrap or Re-evaluate Hazard Perception,https://petition.parliament.uk/petitions/204103,closed,11
A Bomber Command Campaign Medal honouring those who served,https://petition.parliament.uk/petitions/204107,closed,784
Ban any future police usage of brainwave scanners (electroencephalograms).,https://petition.parliament.uk/petitions/204108,closed,9
Make parking of ICE vehicles at EV charging points a more serious offence,https://petition.parliament.uk/petitions/204111,closed,2220
Allow adult British citizens the right to choose doctor-assisted suicide,https://petition.parliament.uk/petitions/204113,closed,179
Ban the sale of dogs in pet shops and introduce stricter licensing requirements.,https://petition.parliament.uk/petitions/204115,closed,37
Pay teachers for the the time they spend on placements in schools,https://petition.parliament.uk/petitions/204120,closed,609
Do not extend IR35 legislation to the private sector.,https://petition.parliament.uk/petitions/204121,closed,15230
Fine* patients who do not attend (DNA) NHS hospital appointments.,https://petition.parliament.uk/petitions/204131,closed,12
Change marriage law in England/Wales from registered buildings to celebrants.,https://petition.parliament.uk/petitions/204152,closed,287
Help fund the cost of redistributing more edible surplus food to charity.,https://petition.parliament.uk/petitions/204156,closed,16300
Make all nightclubs and pubs charge the same price entry for men and women,https://petition.parliament.uk/petitions/204160,closed,24
Make Houses of Parliament alcohol free.,https://petition.parliament.uk/petitions/204172,closed,3095
Ban nut products by supermarket checkouts promoted for impulsive purchasing.,https://petition.parliament.uk/petitions/204181,closed,19
Start teaching a language thoroughly from the school year of reception (age 4/5),https://petition.parliament.uk/petitions/204195,closed,23
Provide adequate parking facilities for HGV Drivers,https://petition.parliament.uk/petitions/204197,closed,505
Make flashing front and/or rear lights on pedal bicycles illegal.,https://petition.parliament.uk/petitions/204198,closed,31
"Take back control of MP salaries, reduce MP pay to UK average salary (£27k pa)",https://petition.parliament.uk/petitions/204208,closed,1073
Outlaw the inhumane slaughter of fish in commercial and non-commercial fishing,https://petition.parliament.uk/petitions/204212,closed,282
Post study work visa should be introduced again for tier4 international students,https://petition.parliament.uk/petitions/204215,closed,30
Ban the sale of live small animals in pet shops and garden centres in the UK,https://petition.parliament.uk/petitions/204231,closed,1546
Make private ownership of reptiles and amphibians a criminal offence.,https://petition.parliament.uk/petitions/204234,closed,12
Allow Scotland to host a second referendum for Scottish Independence.,https://petition.parliament.uk/petitions/204238,closed,1177
"Stop child maintenance payments being calculated before tax, calculate after!",https://petition.parliament.uk/petitions/204243,closed,114
Outlaw and enforce the sale of V5 and V5C vehicle registration documents.,https://petition.parliament.uk/petitions/204247,closed,335
Train fare increases should be frozen or capped at 1%,https://petition.parliament.uk/petitions/204251,closed,189
Mental Health Education and coping strategies to be taught in schools,https://petition.parliament.uk/petitions/204268,closed,217
Change the law so that in court each side always pays their own legal costs,https://petition.parliament.uk/petitions/204271,closed,13
Raise the Minimum Wage for under 25s and apprentices,https://petition.parliament.uk/petitions/204295,closed,581
Add a limit to the maximum amount of persons allowed on a commercial train.,https://petition.parliament.uk/petitions/204296,closed,63
Ban farm machinery using the A55 during peak commuting hours,https://petition.parliament.uk/petitions/204297,closed,19
Make sure we get a Brexit Deal.,https://petition.parliament.uk/petitions/204300,closed,7
Form a dedicated recovery/response unit on the QE2 bridge/dartford crossing/A282,https://petition.parliament.uk/petitions/204308,closed,45
Scrap VAT on Digital Books,https://petition.parliament.uk/petitions/204312,closed,35
Extortionate TV charges for hospital patients to be stopped. Free TV in hospital,https://petition.parliament.uk/petitions/204324,closed,68
Prevent purchasers withdrawing from domestic property sales without consequence.,https://petition.parliament.uk/petitions/204328,closed,22
Cut the overseas budget,https://petition.parliament.uk/petitions/204351,closed,18
Make the UK higher education system work like the US education system,https://petition.parliament.uk/petitions/204364,closed,8
Make the maximum wait for CAMHS assesments no more than 6 months.,https://petition.parliament.uk/petitions/204378,closed,1261
Hold a general election within the next 3 months.,https://petition.parliament.uk/petitions/204379,closed,3583
Make all cyclists wear helmets and have insurance cover a legal requirement.,https://petition.parliament.uk/petitions/204384,closed,16
Ban cyclists from the road and allow them on the pavement,https://petition.parliament.uk/petitions/204395,closed,19
Amend driving licences to remove the unnecessary title from women's licences.,https://petition.parliament.uk/petitions/204397,closed,462
Ban or reduce the excessive brightness of LED or HID high intensity car lights,https://petition.parliament.uk/petitions/204401,closed,1249
Relocate UK parliament and government departments somewhere outside London.,https://petition.parliament.uk/petitions/204420,closed,22
Protect private companies and pension funds by closing Companies Act loopholes.,https://petition.parliament.uk/petitions/204423,closed,12
Abolish business rates and replace with business rates transaction charge,https://petition.parliament.uk/petitions/204426,closed,14
Lest we forget! Fly Union Flag all year round to mark centenary of end of WW1,https://petition.parliament.uk/petitions/204429,closed,36
Reject the ratification of the Unitary Patent treaty by the UK and Scotland,https://petition.parliament.uk/petitions/204446,closed,11
Make all fireworks silent in Britain,https://petition.parliament.uk/petitions/204465,closed,234
Give all British Gibraltarian citizens the right to vote and a dedicated MP,https://petition.parliament.uk/petitions/204488,closed,282
Abolish Mobile Speed Cameras,https://petition.parliament.uk/petitions/204489,closed,254
Change how pets are seen in law to ensure police/CPS can prosecute,https://petition.parliament.uk/petitions/204492,closed,14
Remove stamp duty for First Time Buyers by making sellers pay the tax,https://petition.parliament.uk/petitions/204506,closed,21
Allow under 40s to access their pension pot in order to buy their first house.,https://petition.parliament.uk/petitions/204513,closed,23
The government must carry out a public inquiry into offshore tax havens.,https://petition.parliament.uk/petitions/204549,closed,22
Provide free flash glucose monitoring systems to type 1 diabetics on the NHS.,https://petition.parliament.uk/petitions/204550,closed,10788
Change and restrict the dates for sale of fireworks around bonfire night.,https://petition.parliament.uk/petitions/204566,closed,10
Teach the law of the UK and our Human Rights mandatory in the curriculum.,https://petition.parliament.uk/petitions/204585,closed,14
reduce the brightness of vehicle emergency blue lights by half at night.,https://petition.parliament.uk/petitions/204591,closed,22
Ban spice!,https://petition.parliament.uk/petitions/204601,closed,14
Automatically give custodial sentences to those who steal from vulnerable people,https://petition.parliament.uk/petitions/204602,closed,71
Lower the age restriction on smear tests to allow women under 25 to be eligible.,https://petition.parliament.uk/petitions/204615,closed,543
"Full funding for Aflibercept, Bevacizumab,Lapatinib,Eribulin, Everolimus",https://petition.parliament.uk/petitions/204617,closed,64
"Put Dropped Kerbs REQUIRED in Law into the Highways Acts, At this time it is Not",https://petition.parliament.uk/petitions/204620,closed,23
The Government must publish their consultation on social care by early 2018.,https://petition.parliament.uk/petitions/204631,closed,19542
Reduce the risk of flooding by halting major developments on our floodplains,https://petition.parliament.uk/petitions/204649,closed,353
Parliament must debate whether the PM should disclose any offshore interests.,https://petition.parliament.uk/petitions/204653,closed,11574
Make rail strikes illegal,https://petition.parliament.uk/petitions/204663,closed,26
Allow citizens to raise concerns about M.P.s' behaviour during Commons' Debates,https://petition.parliament.uk/petitions/204685,closed,25
Ban the use of lead in all shotgun cartridges,https://petition.parliament.uk/petitions/204704,closed,25
Hold a referendum on switching the British election system over to MMP,https://petition.parliament.uk/petitions/204773,closed,18
Conjugal Visits Allowed In The UK To Stop Reoffending.,https://petition.parliament.uk/petitions/204775,closed,98
That Parliament should not agree to the UK being part of an EU defence force.,https://petition.parliament.uk/petitions/204780,closed,3719
Prevent UK universities classifying British citizens as international students.,https://petition.parliament.uk/petitions/204785,closed,13
Offer tests for women on the NHS after ONE miscarriage,https://petition.parliament.uk/petitions/204792,closed,44
Move pedestrian crossing buttons further away from roadside for safety.,https://petition.parliament.uk/petitions/204796,closed,17
Community Alarm Services should be permitted to use bus lanes without penalty.,https://petition.parliament.uk/petitions/204826,closed,42
Increase the funding for additional support for prison officers well-being.,https://petition.parliament.uk/petitions/204829,closed,17
Spend at least 60 billion pounds every year in Defense by 2020,https://petition.parliament.uk/petitions/204831,closed,27
Create NHS teams for the atypical patients & Stop them falling through the gaps!,https://petition.parliament.uk/petitions/204846,closed,30
Make cervical scans compulsory for anyone that has received cervical treatment,https://petition.parliament.uk/petitions/204862,closed,484
Ban the use of farrowing crates in the UK,https://petition.parliament.uk/petitions/204866,closed,89
Increase the Penalty for NOT STOPPING after an Accident on the Highway by Driver,https://petition.parliament.uk/petitions/204870,closed,17
Raise the legal sex age to 18 years of age,https://petition.parliament.uk/petitions/204877,closed,346
Urge the Saudi-led coalition to lift their blockade on Yemen,https://petition.parliament.uk/petitions/204886,closed,135
Request the UK government in the Brexit negotiations to agree 4 specific points,https://petition.parliament.uk/petitions/204894,closed,900
Charge all Foreign Vehicles entering the UK,https://petition.parliament.uk/petitions/204903,closed,36
"UK Government to remove the race terms ""Black"" and ""White"" from its documents.",https://petition.parliament.uk/petitions/204904,closed,87
Allow and run a referendum in Wales to decide the future of the Welsh Assembly.,https://petition.parliament.uk/petitions/204907,closed,363
Enact New UK Legislation to Ban Food Waste,https://petition.parliament.uk/petitions/204911,closed,413
Clothing shops to have full disabled access and disabled changing facilities,https://petition.parliament.uk/petitions/204913,closed,23
Make Melrose Way in Alderley Edge safer by having a central barrier,https://petition.parliament.uk/petitions/204920,closed,74
Make it a requirement for all new vehicles to be fitted with a tracking device,https://petition.parliament.uk/petitions/204930,closed,27
Urgently stop student loan sales which are happening now.,https://petition.parliament.uk/petitions/204944,closed,45
Ban the sale of fireworks after 5th November.,https://petition.parliament.uk/petitions/204945,closed,33
Paediatric mental health training within the NHS medical staff,https://petition.parliament.uk/petitions/204951,closed,445
Enshrine in law that on 29 March 2019 at 23:00 the NHS gets an extra 350million.,https://petition.parliament.uk/petitions/204972,closed,2351
Lower the rate of duty on alcoholic beverages in pubs (and restaurants?),https://petition.parliament.uk/petitions/204974,closed,71
Eliminate Tax Avoidance - Introduce 2% Minimum Corporation Tax based on Turnover,https://petition.parliament.uk/petitions/204995,closed,22
President Trump should be given a Full State Visit,https://petition.parliament.uk/petitions/204996,closed,12084
Make national rugby accessible to all to watch,https://petition.parliament.uk/petitions/205001,closed,18
To be compulsory for dog owners to muzzle their dogs if using extendable lead,https://petition.parliament.uk/petitions/205006,closed,14
To make Remembrance Sunday a national holiday for all ex service men/woman.,https://petition.parliament.uk/petitions/205015,closed,44
To have a public holiday on 21 October to be called Trafalgar Day.,https://petition.parliament.uk/petitions/205018,closed,67
The Government to pressure the Indian Government to release Jagtar Singh Johal,https://petition.parliament.uk/petitions/205029,closed,140
"Make Armistice Day a national holiday starting 2018, 100 years since end of WW1.",https://petition.parliament.uk/petitions/205042,closed,115
Stop Botox & Dermal fillers on minors by making it illegal for those under 18,https://petition.parliament.uk/petitions/205043,closed,275
Return the rail franchise to South West Trains (Stagecoach),https://petition.parliament.uk/petitions/205063,closed,127
Stop companies from draining UK taxable profits and cap ‘Earnings Stripping’,https://petition.parliament.uk/petitions/205065,closed,14
Only allow fireworks on Firework night and New Years Eve due to pets rights.,https://petition.parliament.uk/petitions/205069,closed,29
Legislate to ban fast food delivery riders from working without a full license.,https://petition.parliament.uk/petitions/205071,closed,23
Provide victims of the most severe sexual crimes anonymity throughout trial.,https://petition.parliament.uk/petitions/205074,closed,30
The Scottish Government should be called the Scottish Executive.,https://petition.parliament.uk/petitions/205085,closed,1875
Include under 25s in the National Living Wage & adopt the real living wage.,https://petition.parliament.uk/petitions/205088,closed,24
"Continue the ""Retained right of residence"" for former Spouse of  EEA nationals",https://petition.parliament.uk/petitions/205095,closed,20
Stop the privatisation of NHS services,https://petition.parliament.uk/petitions/205106,closed,238769
Make student paramedics eligible for the NHS learning support fund,https://petition.parliament.uk/petitions/205110,closed,5019
Create a new minimum wage called the Qualified minimum wage.,https://petition.parliament.uk/petitions/205111,closed,68
Offer Nazanin Zaghari-Ratcliffe diplomatic protection and secure her release.,https://petition.parliament.uk/petitions/205117,closed,177
include The Baha'i Faith as part of the Religious Studies Syllabus in Schools.,https://petition.parliament.uk/petitions/205124,closed,453
Increase Funding for Existing Youth Clubs and Open New Youth Clubs Across the UK,https://petition.parliament.uk/petitions/205138,closed,759
Introduce an animal abuser registry in the UK,https://petition.parliament.uk/petitions/205147,closed,2218
Make Work Related Stress  absence over 7 days reportable under RIDDOR 2013,https://petition.parliament.uk/petitions/205151,closed,1446
